country_iso3,gco_country,who_region,income_label,hdi_label,source_population_label,mv_therapy_units,centres,last_update,cases_2024,deaths_2024,all40_2024,all39_2024,population_2024,cases_2025,deaths_2025,all40_2025,all39_2025,population_2025,cases_2030,deaths_2030,all40_2030,all39_2030,population_2030,cases_2040,deaths_2040,all40_2040,all39_2040,population_2040,rt_relevant_cases_2050,deaths_2050,all40_2050,all39_2050,population_2050,release2022_cases_2025,release2022_cases_2050,thirteen_site_cases_2024,thirteen_site_cases_2050,growth,mv_units_per_1000_rt_relevant_cases_2050,baseline_density,primary,support_7,additional_units_to_cross_cutoff,dirac_matched,high_growth_low_resource,current_screen_positive,selected_site_cases_per_mv_unit_2050,unit_pressure_rank,old_growth,new_growth,old_density,new_density,old_selected,new_selected,common,old_percentile,new_percentile,gco2022_common_year_growth_percentile,gco2024_common_year_growth_percentile,gco2024_selected_cases_2050,common_year_burden_version_transition,mv_units_per_1000_selected_site_cases_2050
HRV,Croatia,EURO,High income,Very High HDI,Croatia,36.0,10.0,2026.0,14749,6995,26695,26955,3875335,14789,7034,26762,27024,3848170,15020,7303,27220,27491,3725779,15171,7796,27681,27969,3488316,14752,7866,27043,27336,3234168,15696.0,16230.0,13232,13187,0.0002034036205844,2.4403470715835143,2.4408434470133566,False,0,0.0,1,0,False,409.77777777777777,143.0,0.0340214067278288,-0.0025018594901615,2.2181146025878005,2.4403470715835143,False,False,True,6.04026845637584,5.369127516778524,6.04026845637584,5.369127516778524,14752,Not screen-positive in either version,2.4403470715835143
CUB,Cuba,PAHO,Upper middle income,High HDI,Cuba,20.0,9.0,2026.0,30443,17675,47217,49702,10979790,31005,18045,48064,50598,10937214,33917,19990,52488,55291,10700834,38945,23604,60449,64003,10125846,41348,26286,64807,69381,9382008,31120.0,39471.0,29606,40187,0.3582104260421115,0.4836993324949211,0.6569654764642118,False,0,0.0,1,0,False,2067.4,40.0,0.2683483290488431,0.3335913562328656,0.506701122342986,0.4836993324949211,False,False,True,23.48993288590604,30.87248322147651,23.48993288590604,30.87248322147651,41348,Not screen-positive in either version,0.4836993324949211
CYP,Cyprus,EURO,High income,Very High HDI,Cyprus,10.0,2.0,2025.0,3330,1312,6015,6015,1358293,3407,1349,6153,6153,1370763,3831,1550,6866,6866,1422327,4729,2041,8375,8375,1484855,5649,2586,9866,9866,1508489,3666.0,5993.0,3168,5356,0.6963963963963964,1.770224818551956,3.003003003003003,False,0,0.0,1,0,False,564.9,113.0,0.6347517730496455,0.6580569415908424,1.668613382279326,1.770224818551956,False,False,True,46.97986577181208,49.66442953020135,46.97986577181208,49.66442953020135,5649,Not screen-positive in either version,1.770224818551956
CZE,Czechia,EURO,High income,Very High HDI,Czechia,67.0,36.0,2021.0,33621,14124,60831,65308,10735868,33878,14341,61323,65907,10609247,35393,15516,64304,69477,10425098,37867,17256,68912,74854,10107233,38820,18692,71172,77830,9825552,33775.0,38767.0,30896,35529,0.1546354956723477,1.7259144770736734,1.9928021177240416,False,0,0.0,1,0,False,579.4029850746268,110.0,0.14780162842339,0.1458763799515909,1.7282740475146388,1.7259144770736734,False,False,True,13.422818791946307,17.449664429530202,13.422818791946307,17.449664429530202,38820,Not screen-positive in either version,1.7259144770736734
BEN,Benin,AFRO,Lower middle income,Low HDI,Benin,,,,5912,3480,9096,9193,14462734,6118,3603,9409,9509,14814470,7267,4284,11129,11246,16618832,10167,6024,15447,15608,20445769,14056,8369,21160,21377,24433817,4564.0,10632.0,5615,13360,1.3775372124492558,,,False,0,,0,0,False,,,1.329535495179667,1.2974828375286045,,,False,False,False,,,,,14056,Not comparable,
DNK,Denmark,EURO,High income,Very High HDI,Denmark,55.0,8.0,2020.0,23130,9120,41305,46512,5977420,23437,9337,41869,47210,6002517,24750,10366,44309,50277,6082003,26422,11684,47454,54291,6134669,27317,12766,49273,56823,6124847,24806.0,29599.0,21855,25777,0.1810203199308258,2.0133982501738843,2.3778642455685257,False,0,0.0,1,0,False,496.6727272727273,127.0,0.1932193824074821,0.1655501984042326,1.858170884151492,2.0133982501738843,False,False,True,19.463087248322147,20.13422818791946,19.463087248322147,20.13422818791946,27317,Not screen-positive in either version,2.0133982501738843
DOM,Dominican Republic,PAHO,Upper middle income,High HDI,Dominican Republic,21.0,12.0,2025.0,12537,6505,20540,21060,11427566,12991,6741,21240,21775,11520497,15464,7999,25003,25626,11938862,20948,10776,33234,34070,12579330,26241,13477,41137,42179,12996300,13613.0,23887.0,12353,25903,1.093084469968892,0.8002743797873557,1.6750418760469012,False,0,0.0,1,0,False,1249.5714285714287,57.0,0.7547197531771102,1.0199368793780308,0.8791392807803408,0.8002743797873557,False,False,True,55.70469798657718,70.46979865771812,55.70469798657718,70.46979865771812,26241,Not screen-positive in either version,0.8002743797873557
ECU,Ecuador,PAHO,Upper middle income,High HDI,Ecuador,38.0,12.0,2025.0,13503,5965,29876,31204,18135485,13958,6182,30863,32244,18289905,16450,7410,36289,37969,19069730,22358,10473,49254,51709,20434229,29282,14286,64596,68069,21337247,14989.0,30625.0,12856,27843,1.168555135895727,1.2977255651936344,2.8141894393838407,False,0,0.0,1,0,False,770.578947368421,91.0,1.0431649876576157,1.0978650236423555,1.2408163265306122,1.2977255651936344,False,False,True,72.48322147651007,74.49664429530202,72.48322147651007,74.49664429530202,29282,Not screen-positive in either version,1.2977255651936344
SLV,El Salvador,PAHO,Lower middle income,Medium HDI,El Salvador,14.0,5.0,2026.0,4611,1994,9286,9539,6338202,4714,2040,9487,9745,6365512,5257,2283,10556,10848,6486215,6539,2867,13110,13479,6640759,8173,3610,16301,16765,6663353,4770.0,7721.0,4485,7957,0.7725005421817392,1.712957298421632,3.0362177401865105,False,0,0.0,1,0,False,583.7857142857143,108.0,0.6186582809224319,0.733771743742045,1.813236627379873,1.712957298421632,False,False,True,45.63758389261745,55.70469798657718,45.63758389261745,55.70469798657718,8173,Not screen-positive in either version,1.712957298421632
GNQ,Equatorial Guinea,AFRO,Upper middle income,Medium HDI,Equatorial Guinea,,,,625,374,1180,1191,1892528,647,386,1219,1230,1938440,758,458,1422,1435,2170451,1039,633,1907,1924,2665593,1352,825,2444,2467,3143737,782.0,1799.0,599,1298,1.1631999999999998,,,False,0,,0,0,False,,,1.3005115089514063,1.089644513137558,,,False,False,False,,,,,1352,Not comparable,
ETH,Ethiopia,AFRO,Low income,Low HDI,Ethiopia,3.0,2.0,2022.0,44621,25689,76635,79239,132059776,46251,26640,79347,82044,135472061,55208,31866,94105,97302,152855370,77699,45151,130706,135193,188450909,107644,63402,179229,185437,225021884,44743.0,106660.0,41349,99613,1.4124067143273344,0.0278696443833376,0.0672329172362788,True,7,48.0,1,1,True,35881.333333333336,2.0,1.3838365777887045,1.3273875159456012,0.0281267579223701,0.0278696443833376,True,True,True,84.56375838926175,86.57718120805369,84.56375838926175,86.57718120805369,107644,Retained,0.0278696443833376
ERI,Eritrea,AFRO,Low income,Low HDI,Eritrea,,,,1449,863,2633,2689,3535611,1489,888,2704,2762,3607011,1718,1022,3108,3174,4002683,2316,1372,4147,4234,4868688,3113,1856,5562,5681,5696072,1344.0,2820.0,1374,2953,1.1483781918564526,,,False,0,,0,0,False,,,1.0982142857142856,1.0906648757555408,,,False,False,False,,,,,3113,Not comparable,
EST,Estonia,EURO,High income,Very High HDI,Estonia,10.0,2.0,2026.0,4524,2016,8128,8363,1360557,4554,2036,8180,8417,1344241,4733,2154,8491,8744,1302781,5068,2442,9114,9405,1236796,5269,2656,9486,9804,1174276,4458.0,5123.0,4130,4790,0.1646772767462423,1.8978933383943823,2.210433244916004,False,0,0.0,1,0,False,526.9,123.0,0.149170031404217,0.1570048309178744,1.9519812609798943,1.8978933383943823,False,False,True,14.093959731543624,18.79194630872483,14.093959731543624,18.79194630872483,5269,Not screen-positive in either version,1.8978933383943823
FJI,Fiji,WPRO,Upper middle income,High HDI,Fiji,,,,1022,492,1731,1731,928791,1036,500,1756,1756,933164,1117,546,1885,1885,953116,1290,639,2167,2167,983866,1477,744,2451,2451,1000272,974.0,1436.0,955,1376,0.4452054794520548,,,False,0,,0,0,False,,,0.4743326488706365,0.4256756756756756,,,False,False,False,,,,,1477,Not comparable,
FIN,Finland,EURO,High income,Very High HDI,Finland,50.0,13.0,2020.0,19174,6348,33930,36289,5617317,19384,6457,34333,36753,5623339,20291,7005,36112,38861,5592058,21207,7698,37952,41148,5480532,21528,7917,38495,41803,5351655,20506.0,23287.0,17664,19824,0.1227704182747471,2.3225566703827574,2.6076979242724523,False,0,0.0,1,0,False,430.56,141.0,0.1356188432653857,0.1106066859265373,2.14712071112638,2.3225566703827574,False,False,True,12.751677852348994,15.436241610738255,12.751677852348994,15.436241610738255,21528,Not screen-positive in either version,2.3225566703827574
FRA,France (metropolitan),EURO,High income,Very High HDI,France (metropolitan),570.0,168.0,2023.0,241783,90070,418158,421655,66548537,244665,91520,423446,427001,66650813,257711,99623,448667,452549,67107697,273621,114412,483820,488320,67938912,276704,120422,493973,498739,68219684,258193.0,298474.0,223353,254323,0.1444311634813035,2.0599629929455303,2.357485844745081,False,0,0.0,1,0,False,485.4456140350877,131.0,0.1560112009233403,0.130950483313919,1.90971407894825,2.0599629929455303,False,False,True,16.10738255033557,16.778523489932887,16.10738255033557,16.778523489932887,276704,Not screen-positive in either version,2.0599629929455303
GUF,French Guyana,PAHO,,,French Guyana,,,,326,116,568,568,308535,334,119,586,586,313675,390,140,684,684,341740,548,199,958,958,406176,743,264,1276,1276,471925,369.0,821.0,314,721,1.2791411042944785,,,False,0,,0,0,False,,,1.2249322493224932,1.2245508982035926,,,False,False,False,,,,,743,Not comparable,
PYF,French Polynesia,WPRO,High income,,French Polynesia,,,,672,288,983,983,281816,697,300,1018,1018,282472,831,371,1201,1201,285556,1075,526,1536,1536,289179,1250,672,1762,1762,284757,672.0,1250.0,649,1197,0.8601190476190477,,,False,0,,0,0,False,,,0.8601190476190477,0.793400286944046,,,False,False,False,,,,,1250,Not comparable,
DJI,Djibouti,EMRO,Lower middle income,Low HDI,Djibouti,,,,589,346,1051,1072,1168731,606,357,1082,1104,1184085,700,416,1250,1274,1262684,902,548,1608,1640,1406643,1102,680,1955,1993,1530550,490.0,921.0,556,1042,0.8709677419354838,,,False,0,,0,0,False,,,0.879591836734694,0.8184818481848184,,,False,False,False,,,,,1102,Not comparable,
GAB,Gabon,AFRO,Upper middle income,Medium HDI,Gabon,2.0,1.0,2018.0,840,496,1562,1573,2538960,867,514,1611,1623,2593139,1022,609,1883,1895,2866675,1406,850,2545,2562,3452995,1844,1121,3293,3316,4084541,1208.0,2570.0,805,1770,1.1952380952380954,1.084598698481562,2.380952380952381,False,0,0.0,1,0,False,922.0,75.0,1.1274834437086092,1.126874279123414,0.7782101167315175,1.084598698481562,False,False,True,75.16778523489933,76.51006711409396,75.16778523489933,76.51006711409396,1844,Not screen-positive in either version,1.084598698481562
GEO,Georgia,EURO,Upper middle income,Very High HDI,Georgia,20.0,9.0,2026.0,8578,3817,15261,16063,3807677,8654,3853,15390,16197,3806678,9081,4042,16102,16943,3790550,9962,4426,17602,18655,3732867,10630,4748,18705,19888,3664024,6626.0,7365.0,7981,9868,0.2392166006062019,1.881467544684854,2.331545814875262,False,0,0.0,1,0,False,531.5,118.0,0.111530335043767,0.2283337185116709,2.7155465037338766,1.881467544684854,False,False,True,9.395973154362416,23.48993288590604,9.395973154362416,23.48993288590604,10630,Not screen-positive in either version,1.881467544684854
GMB,The Republic of the Gambia,AFRO,Low income,Low HDI,The Republic of the Gambia,,,,978,602,1915,1921,2759997,1015,624,1984,1991,2822102,1211,747,2361,2369,3130142,1694,1046,3284,3294,3732807,2335,1460,4513,4526,4301904,746.0,1761.0,940,2242,1.387525562372188,,,False,0,,0,0,False,,,1.3605898123324396,1.3004926108374386,,,False,False,False,,,,,2335,Not comparable,
PSE,Gaza Strip and West Bank,EMRO,Lower middle income,High HDI,Gaza Strip and West Bank,,,,3903,1807,7414,7437,5495449,3995,1846,7586,7610,5589632,4852,2248,9142,9170,6122325,7178,3372,13322,13362,7291836,10356,4949,18950,19006,8451899,2769.0,7295.0,3661,9705,1.6533435818601077,,,False,0,,0,0,False,,,1.6345250993138318,1.5922403003754693,,,False,False,False,,,,,10356,Not comparable,
DEU,Germany,EURO,High income,Very High HDI,Germany,723.0,368.0,2026.0,290328,128836,528069,566587,84552251,292370,130135,531608,570568,84075082,303273,135704,550082,591146,82780965,317649,148659,581488,629335,80551744,313987,157166,583517,635919,78294623,307941.0,355936.0,268177,289124,0.0814905899534319,2.302643103058407,2.4902868479788376,False,0,0.0,1,0,False,434.283540802213,139.0,0.1558577779509711,0.0739371344529191,2.031264047469208,2.302643103058407,False,False,True,15.436241610738255,11.409395973154362,15.436241610738255,11.409395973154362,313987,Not screen-positive in either version,2.302643103058407
GHA,Ghana,AFRO,Lower middle income,Medium HDI,Ghana,6.0,3.0,2026.0,15728,9284,26964,27260,34427422,16290,9624,27886,28192,35064281,19357,11509,32881,33240,38222099,26787,16135,44730,45215,44568359,35386,21499,58250,58876,50553055,16354.0,34899.0,15246,34299,1.2498728382502544,0.1695585824902503,0.3814852492370295,True,6,11.0,1,1,True,5897.666666666667,26.0,1.1339733398556926,1.172252915899325,0.1719246969827215,0.1695585824902503,True,True,True,75.83892617449665,77.18120805369128,75.83892617449665,77.18120805369128,35386,Retained,0.1695585824902503
GRC,Greece,EURO,High income,Very High HDI,Greece,58.0,30.0,2023.0,36304,16028,62234,63549,10047827,36428,16130,62435,63750,9938852,37484,16798,64195,65535,9721991,39451,18527,67848,69322,9275624,39515,19760,68806,70452,8812077,37678.0,42305.0,35387,38473,0.0884475539885412,1.4677970390990762,1.5976200969590129,False,0,0.0,1,0,False,681.2931034482758,99.0,0.1228037581612613,0.0847425057647963,1.370996336130481,1.4677970390990762,False,False,True,10.738255033557047,12.751677852348994,10.738255033557047,12.751677852348994,39515,Not screen-positive in either version,1.4677970390990762
GLP,"France, Guadeloupe",PAHO,,,"France, Guadeloupe",3.0,1.0,2023.0,1226,414,1872,1876,375115,1239,418,1896,1900,373802,1281,434,1980,1984,366352,1210,415,1931,1936,348997,1022,359,1681,1685,326330,1291.0,1205.0,1170,975,-0.166394779771615,2.935420743639922,2.446982055464926,False,0,0.0,1,0,False,340.6666666666667,148.0,-0.0666150271107668,-0.1751412429378531,2.489626556016597,2.935420743639922,False,False,True,0.6711409395973155,1.342281879194631,0.6711409395973155,1.342281879194631,1022,Not screen-positive in either version,2.935420743639922
GUM,Guam,WPRO,High income,,Guam,,,,271,142,451,451,167785,278,147,463,463,169005,312,174,520,520,174643,356,220,601,601,183628,375,247,645,645,191469,299.0,451.0,253,355,0.3837638376383763,,,False,0,,0,0,False,,,0.508361204013378,0.3489208633093525,,,False,False,False,,,,,375,Not comparable,
GTM,Guatemala,PAHO,Upper middle income,Medium HDI,Guatemala,8.0,5.0,2026.0,9396,3995,20078,20882,18406366,9770,4150,20821,21655,18687892,11836,5015,24918,25920,20067263,16768,7178,34808,36190,22626878,23133,9973,47727,49536,24670864,8343.0,19394.0,9266,22823,1.4620051085568329,0.3458263087364371,0.8514261387824607,True,4,3.0,1,1,True,2891.625,32.0,1.3245834831595351,1.367758444216991,0.4124987109415283,0.3458263087364371,True,True,True,81.87919463087249,90.6040268456376,81.87919463087249,90.6040268456376,23133,Retained,0.3458263087364371
GIN,Guinea,AFRO,Low income,Low HDI,Guinea,,,,5636,3238,11459,11592,14754794,5806,3333,11797,11933,15099734,6727,3847,13626,13783,16807158,9060,5211,18177,18388,20160761,12400,7225,24420,24697,23404591,5700.0,12563.0,5468,12022,1.2001419446415895,,,False,0,,0,0,False,,,1.2040350877192982,1.1357216672407855,,,False,False,False,,,,,12400,Not comparable,
GUY,Guyana,PAHO,Upper middle income,High HDI,Guyana,1.0,1.0,2024.0,868,398,1350,1350,831097,892,409,1385,1385,835995,1020,471,1564,1564,861049,1285,592,1933,1933,907517,1525,706,2272,2272,940618,717.0,1143.0,843,1486,0.7569124423963134,0.6557377049180327,1.152073732718894,False,0,0.0,1,0,False,1525.0,45.0,0.594142259414226,0.7096412556053813,0.8748906386701663,0.6557377049180327,False,False,True,44.966442953020135,54.36241610738255,44.966442953020135,54.36241610738255,1525,Not screen-positive in either version,0.6557377049180327
HTI,Haiti,PAHO,Lower middle income,Medium HDI,Haiti,,,,7246,4171,14523,14703,11772564,7459,4294,14923,15108,11906105,8587,4961,17051,17265,12552367,11294,6598,22134,22410,13733862,14766,8740,28486,28823,14710871,6173.0,12310.0,7060,14386,1.0378139663262491,,,False,0,,0,0,False,,,0.9941681516280576,0.979621933235018,,,False,False,False,,,,,14766,Not comparable,
HND,Honduras,PAHO,Lower middle income,Medium HDI,Honduras,10.0,5.0,2024.0,4883,3034,10615,10722,10825713,5070,3152,10990,11101,11005858,6089,3799,13025,13163,11885328,8611,5439,17990,18200,13484663,11838,7584,24187,24497,14846787,5170.0,11926.0,4704,11397,1.424329305754659,0.8447372867038351,2.047921359819783,False,0,0.0,1,0,False,1183.8,62.0,1.306769825918762,1.33491124260355,0.8385041086701325,0.8447372867038351,False,False,True,81.20805369127517,87.91946308724832,81.20805369127517,87.91946308724832,11838,Not screen-positive in either version,0.8447372867038351
HUN,Hungary,EURO,High income,Very High HDI,Hungary,54.0,14.0,2026.0,37381,18061,60335,66090,9676141,37552,18219,60641,66425,9632295,38378,18952,62077,67999,9449124,39872,20262,64461,70789,9067624,40067,20906,64961,71364,8725357,38966.0,43299.0,34017,36384,0.0718546855354325,1.3477425312601392,1.4445841470265643,False,0,0.0,1,0,False,741.9814814814815,95.0,0.1111995072627418,0.0669737963357477,1.247141966327167,1.3477425312601392,False,False,True,8.724832214765101,10.06711409395973,8.724832214765101,10.06711409395973,40067,Not screen-positive in either version,1.3477425312601392
ISL,Iceland,EURO,High income,Very High HDI,Iceland,2.0,1.0,2018.0,1098,372,1850,2025,393403,1126,382,1897,2078,398275,1261,441,2127,2340,414357,1499,573,2548,2832,429461,1721,685,2922,3264,433005,1034.0,1550.0,1050,1648,0.5673952641165756,1.1621150493898895,1.8214936247723128,False,0,0.0,1,0,False,860.5,81.0,0.4990328820116054,0.5284191829484903,1.2903225806451613,1.1621150493898895,False,False,True,40.26845637583892,41.61073825503356,40.26845637583892,41.61073825503356,1721,Not screen-positive in either version,1.1621150493898895
IND,India,SEARO,Lower middle income,Medium HDI,India,791.0,464.0,2026.0,960013,518504,1548902,1562581,1450935801,987743,534171,1592278,1606357,1463865535,1132386,616344,1818389,1834573,1525138853,1443350,796269,2304788,2325675,1622580048,1759284,984756,2801383,2827251,1679589270,926908.0,1637244.0,920812,1685904,0.8325626840469869,0.4496147296286444,0.8239471757153288,False,0,38.0,1,0,False,2224.126422250316,36.0,0.7663500584739802,0.7811151281254334,0.483128965505447,0.4496147296286444,False,False,True,56.375838926174495,57.71812080536913,56.375838926174495,57.71812080536913,1759284,Not screen-positive in either version,0.4496147296286444
IDN,Indonesia,SEARO,Lower middle income,High HDI,Indonesia,87.0,55.0,2026.0,269570,152785,466849,474083,283487939,276762,157218,479181,486620,285721243,313808,180241,542972,551559,295876658,388119,226729,671902,683160,311797404,451975,266955,783581,797356,320712958,239613.0,374433.0,252217,420646,0.6766517045665319,0.1924885225952763,0.3227362095188634,False,0,126.0,1,0,False,5195.114942528736,27.0,0.5626572848718558,0.6330818537226932,0.2323513151885651,0.1924885225952763,False,False,True,42.95302013422819,48.32214765100672,42.95302013422819,48.32214765100672,451975,Not screen-positive in either version,0.1924885225952763
IRN,"Iran, Islamic Republic of",EMRO,Lower middle income,High HDI,"Iran, Islamic Republic of",122.0,81.0,2023.0,74622,45318,152225,156467,91567746,77470,47154,157867,162295,92417690,92174,56863,187167,192589,95486677,124475,79250,252583,260393,99524287,157733,102658,321148,331861,101862001,73251.0,144433.0,69616,147049,1.1137600171531186,0.7734589464474777,1.6349065959100533,False,0,0.0,1,0,False,1292.8934426229507,52.0,0.9717546518136272,1.0360526655479538,0.8446823094445175,0.7734589464474777,False,False,True,68.45637583892618,71.81208053691275,68.45637583892618,71.81208053691275,157733,Not screen-positive in either version,0.7734589464474777
IRQ,Iraq,EMRO,Upper middle income,Medium HDI,Iraq,57.0,31.0,2025.0,17701,10185,33657,34279,46042022,18416,10616,34954,35601,47020783,22385,13011,42138,42931,51937217,32414,19126,60036,61210,62223224,44750,26783,81758,83415,71928761,22419.0,54448.0,16997,42972,1.5281057567369074,1.2737430167597763,3.220157053273826,False,0,0.0,1,0,False,785.0877192982456,90.0,1.4286542664704047,1.4299522154648132,1.0468704084631208,1.2737430167597763,False,False,True,88.59060402684564,93.95973154362416,88.59060402684564,93.95973154362416,44750,Not screen-positive in either version,1.2737430167597763
IRL,Ireland,EURO,High income,Very High HDI,Ireland,40.0,13.0,2026.0,15342,5781,26172,30752,5255028,15706,5956,26808,31535,5308049,17518,6896,30009,35533,5525103,20838,8876,36085,43320,5817578,23042,10727,40645,49584,5970050,16963.0,25703.0,14328,21463,0.5018902359535915,1.7359604201024217,2.607222004953722,False,0,0.0,1,0,False,576.05,111.0,0.5152390496963981,0.4670826435757036,1.5562385713729914,1.7359604201024217,False,False,True,41.61073825503356,38.25503355704698,41.61073825503356,38.25503355704698,23042,Not screen-positive in either version,1.7359604201024217
ISR,Israel,EURO,High income,Very High HDI,Israel,39.0,13.0,2026.0,15913,5507,30292,30468,9387026,16261,5647,30960,31140,9517193,18003,6420,34403,34606,10175963,21698,8177,41739,41995,11581484,25781,9938,49687,49995,13092729,16181.0,26856.0,14963,24223,0.6201219129014013,1.5127419417400412,2.450826368378056,False,0,0.0,1,0,False,661.0512820512821,102.0,0.6597243680860267,0.5854498493327593,1.45218945487042,1.5127419417400412,False,False,True,47.651006711409394,44.29530201342282,47.651006711409394,44.29530201342282,25781,Not screen-positive in either version,1.5127419417400412
ITA,Italy,EURO,High income,Very High HDI,Italy,567.0,205.0,2026.0,223056,85509,400997,429695,59342877,225449,86744,405080,434175,59146268,236706,92908,424425,455603,57946081,251805,105539,453507,489700,55221179,249136,114658,455533,496037,51891108,226204.0,261781.0,208457,231837,0.1169213112402267,2.2758653907905724,2.541962556488057,False,0,0.0,1,0,False,439.3932980599647,137.0,0.1572783858817703,0.1050658907336026,2.1659325925105337,2.2758653907905724,False,False,True,16.778523489932887,14.093959731543624,16.778523489932887,14.093959731543624,249136,Not screen-positive in either version,2.2758653907905724
CIV,Cote d'Ivoire,AFRO,Lower middle income,Low HDI,C̫te d'Ivoire,4.0,2.0,2026.0,12093,6807,20185,20402,31934241,12550,7073,20919,21144,32711553,15084,8571,24962,25229,36699023,21574,12426,35197,35576,45743932,29496,17050,47651,48162,55746991,12584.0,30909.0,11712,28574,1.4390969982634585,0.135611608353675,0.3307698668651286,True,7,10.0,1,1,True,7374.0,22.0,1.4562142403051492,1.3502788844621514,0.1294121453298392,0.135611608353675,True,True,True,89.93288590604027,89.26174496644296,89.93288590604027,89.26174496644296,29496,Retained,0.135611608353675
JAM,Jamaica,PAHO,Upper middle income,High HDI,Jamaica,5.0,4.0,2025.0,4608,2610,7483,7552,2839187,4722,2676,7662,7733,2837085,5302,3044,8600,8681,2808961,6485,3934,10586,10691,2676110,7525,4866,12354,12481,2454948,4510.0,7074.0,4353,7054,0.6330295138888888,0.6644518272425249,1.0850694444444444,False,0,0.0,1,0,False,1505.0,46.0,0.5685144124168515,0.5936044049131723,0.7068136839129205,0.6644518272425249,False,False,True,43.62416107382551,46.30872483221477,43.62416107382551,46.30872483221477,7525,Not screen-positive in either version,0.6644518272425249
JPN,Japan,WPRO,High income,Very High HDI,Japan,986.0,708.0,2026.0,521949,187152,1054679,1066842,123753054,524024,189168,1060022,1072357,123103486,530800,200138,1081122,1094470,119584130,530895,208455,1087381,1101392,112158313,520439,210877,1071212,1085508,105123177,509460.0,509052.0,467492,467792,-0.0028930029562275,1.8945544050311367,1.889073453536648,False,0,0.0,1,0,False,527.8286004056795,121.0,-0.00080084795666,-0.0068412897119215,1.936933751365283,1.8945544050311367,False,False,True,4.026845637583892,4.697986577181208,4.026845637583892,4.697986577181208,520439,Not screen-positive in either version,1.8945544050311367
KAZ,Kazakhstan,EURO,Upper middle income,Very High HDI,Kazakhstan,51.0,26.0,2026.0,16384,8329,29249,29851,20592579,16870,8592,30108,30726,20843766,19311,9891,34407,35127,22003202,23830,12251,42366,43399,24246833,28005,14412,49643,50960,26544271,19782.0,29037.0,14445,24486,0.70928955078125,1.821103374397429,3.11279296875,False,0,0.0,1,0,False,549.1176470588235,116.0,0.467849560206248,0.6600474214582099,1.7563797913007542,1.821103374397429,False,False,True,38.25503355704698,50.33557046979866,38.25503355704698,50.33557046979866,28005,Not screen-positive in either version,1.821103374397429
JOR,Jordan,EMRO,Upper middle income,High HDI,Jordan,23.0,5.0,2025.0,4915,2093,9828,9975,11552884,5088,2175,10149,10299,11520695,6429,2782,12718,12905,12448785,10125,4437,19737,20022,14471307,15057,6591,28911,29328,16367363,7551.0,17091.0,4818,14779,2.0634791454730417,1.527528724181444,4.679552390640895,False,0,0.0,1,0,False,654.6521739130435,103.0,1.2634088200238378,1.959316037735849,1.3457375226727517,1.527528724181444,False,False,True,79.86577181208054,100.0,79.86577181208054,100.0,15057,Not screen-positive in either version,1.527528724181444
KEN,Kenya,AFRO,Lower middle income,Medium HDI,Kenya,18.0,10.0,2026.0,22342,14103,35428,35867,56432954,23144,14613,36648,37101,57532502,27694,17539,43562,44098,63102257,39418,25144,61242,61996,74108872,54179,34877,83411,84438,83593248,29246.0,70934.0,21375,51868,1.4249843344373825,0.3322320456265342,0.8056575060424312,True,6,8.0,1,1,True,3009.9444444444443,31.0,1.4254256992409218,1.3409522986519185,0.2537570135619026,0.3322320456265342,True,True,True,87.91946308724832,88.59060402684564,87.91946308724832,88.59060402684564,54179,Retained,0.3322320456265342
PRK,"Korea, Democratic People's Republic of",SEARO,Low income,,"Korea, Democratic People's Republic of",2.0,2.0,2016.0,36569,25667,70153,70520,26498831,37264,26202,71438,71811,26571046,40840,28896,78041,78440,26784911,47124,33436,89519,90004,26542441,49273,35237,93393,93963,25787136,39467.0,53543.0,32902,44118,0.3473980694030463,0.0405901812351592,0.0546911318329732,False,0,22.0,1,0,False,24636.5,6.0,0.3566523931385714,0.3222681408329755,0.037353155407803,0.0405901812351592,False,False,True,30.87248322147651,29.53020134228188,30.87248322147651,29.53020134228188,49273,Not screen-positive in either version,0.0405901812351592
KOR,"Korea, Republic of",WPRO,High income,Very High HDI,"Korea, Republic of",190.0,65.0,2023.0,110033,41280,246210,250247,51717598,113099,42988,252533,256724,51667037,127809,51971,282734,287742,51188592,151103,71470,330925,337879,48948697,158839,86689,348158,356860,45143141,116295.0,162379.0,98321,142315,0.4435578417383876,1.1961797795251796,1.7267547008624686,False,0,0.0,1,0,False,835.9947368421052,84.0,0.3962681112687563,0.4044244423027612,1.1701020452152064,1.1961797795251796,False,False,True,33.557046979865774,34.899328859060404,33.557046979865774,34.899328859060404,158839,Not screen-positive in either version,1.1961797795251796
KWT,Kuwait,EMRO,High income,Very High HDI,Kuwait,5.0,2.0,2021.0,2204,863,4251,4275,4934514,2271,890,4371,4396,5026086,2565,1010,4906,4934,5324208,3241,1293,6132,6164,5831219,3971,1601,7486,7524,6367762,2944.0,9533.0,2052,3693,0.8017241379310345,1.2591286829513977,2.268602540834846,False,0,0.0,1,0,False,794.2,89.0,2.238111413043478,0.7485689123734038,0.5244938634217979,1.2591286829513977,False,False,True,99.32885906040268,57.04697986577181,99.32885906040268,57.04697986577181,3971,Not screen-positive in either version,1.2591286829513977
