country_iso3,old_growth,new_growth,old_density,new_density,old_selected,new_selected,common,old_percentile,new_percentile
CMR,1.4377605230894974,1.5117779929009356,0.0670555890833501,0.08564576909900651,True,True,True,89.26174496644296,95.30201342281879
CAN,0.39464637571793904,0.3706193440544123,1.4829733615899878,1.55600296481646,False,False,True,32.88590604026846,33.557046979865774
CPV,1.4308176100628929,1.1490066225165565,,,False,False,False,,
CAF,1.2535575679172055,1.277665995975855,,,False,False,False,,
LKA,0.4252121459973417,0.4463024596152285,1.0401721664275467,0.8138294886905764,False,False,True,36.91275167785235,36.241610738255034
TCD,1.4566194837635305,1.474791025076991,,,False,False,False,,
CHL,0.7527029181948652,0.9847470762293926,0.8188368876919717,0.798679516532666,False,False,True,54.36241610738255,67.11409395973155
CHN,0.46581277228510065,0.45843025053178654,0.7329662835509566,0.7269036408897678,False,False,True,37.58389261744966,37.58389261744966
COL,0.8320548340086158,1.2371567405134107,0.8566508448500424,0.7001950543365651,False,False,True,57.71812080536913,79.86577181208054
COM,1.0726495726495728,0.9255952380952381,,,False,False,False,,
COG,1.2896890343698852,1.2854001759014952,,,False,False,False,,
COD,1.3791732201679676,1.3135709969788518,0.01247333823951304,0.010446700931845724,True,True,True,83.89261744966443,85.90604026845638
CRI,0.839671636790082,0.7017809139784945,1.0927966487569438,1.1847171487807286,False,False,True,58.38926174496645,52.348993288590606
HRV,0.03402140672782883,-0.002501859490161573,2.2181146025878005,2.4403470715835143,False,False,True,6.0402684563758395,5.369127516778524
CUB,0.2683483290488431,0.3335913562328656,0.506701122342986,0.48369933249492114,False,False,True,23.48993288590604,30.87248322147651
CYP,0.6347517730496455,0.6580569415908424,1.6686133822793259,1.770224818551956,False,False,True,46.97986577181208,49.664429530201346
CZE,0.14780162842339006,0.14587637995159097,1.7282740475146388,1.7259144770736734,False,False,True,13.422818791946309,17.449664429530202
BEN,1.329535495179667,1.2974828375286043,,,False,False,False,,
DNK,0.19321938240748215,0.16555019840423268,1.8581708841514917,2.0133982501738843,False,False,True,19.463087248322147,20.13422818791946
DOM,0.7547197531771102,1.0199368793780308,0.8791392807803408,0.8002743797873557,False,False,True,55.70469798657718,70.46979865771812
ECU,1.0431649876576157,1.0978650236423557,1.2408163265306122,1.2977255651936344,False,False,True,72.48322147651007,74.49664429530202
SLV,0.6186582809224319,0.733771743742045,1.813236627379873,1.7129572984216321,False,False,True,45.63758389261745,55.70469798657718
GNQ,1.3005115089514065,1.089644513137558,,,False,False,False,,
ETH,1.3838365777887045,1.3273875159456012,0.028126757922370148,0.02786964438333767,True,True,True,84.56375838926175,86.57718120805369
ERI,1.0982142857142856,1.0906648757555408,,,False,False,False,,
EST,0.14917003140421703,0.15700483091787443,1.9519812609798946,1.8978933383943823,False,False,True,14.093959731543624,18.79194630872483
FJI,0.47433264887063653,0.42567567567567566,,,False,False,False,,
FIN,0.13561884326538576,0.11060668592653733,2.1471207111263797,2.3225566703827574,False,False,True,12.751677852348994,15.436241610738255
FRA,0.1560112009233403,0.130950483313919,1.90971407894825,2.0599629929455303,False,False,True,16.10738255033557,16.778523489932887
GUF,1.2249322493224932,1.2245508982035926,,,False,False,False,,
PYF,0.8601190476190477,0.793400286944046,,,False,False,False,,
DJI,0.879591836734694,0.8184818481848184,,,False,False,False,,
GAB,1.1274834437086092,1.126874279123414,0.7782101167315175,1.0845986984815619,False,False,True,75.16778523489933,76.51006711409396
GEO,0.11153033504376708,0.22833371851167095,2.7155465037338766,1.881467544684854,False,False,True,9.395973154362416,23.48993288590604
GMB,1.3605898123324396,1.3004926108374386,,,False,False,False,,
PSE,1.6345250993138318,1.5922403003754693,,,False,False,False,,
DEU,0.1558577779509711,0.07393713445291916,2.031264047469208,2.302643103058407,False,False,True,15.436241610738255,11.409395973154362
GHA,1.1339733398556926,1.1722529158993247,0.17192469698272156,0.16955858249025038,True,True,True,75.83892617449665,77.18120805369128
GRC,0.12280375816126132,0.08474250576479636,1.370996336130481,1.4677970390990762,False,False,True,10.738255033557047,12.751677852348994
GLP,-0.06661502711076683,-0.17514124293785316,2.4896265560165975,2.935420743639922,False,False,True,0.6711409395973155,1.342281879194631
GUM,0.508361204013378,0.34892086330935257,,,False,False,False,,
GTM,1.3245834831595351,1.367758444216991,0.4124987109415283,0.3458263087364371,True,True,True,81.87919463087249,90.60402684563759
GIN,1.2040350877192982,1.1357216672407855,,,False,False,False,,
GUY,0.594142259414226,0.7096412556053813,0.8748906386701663,0.6557377049180327,False,False,True,44.966442953020135,54.36241610738255
HTI,0.9941681516280576,0.979621933235018,,,False,False,False,,
HND,1.306769825918762,1.33491124260355,0.8385041086701325,0.8447372867038351,False,False,True,81.20805369127517,87.91946308724832
HUN,0.11119950726274186,0.06697379633574774,1.247141966327167,1.3477425312601392,False,False,True,8.724832214765101,10.06711409395973
ISL,0.49903288201160545,0.5284191829484903,1.2903225806451613,1.1621150493898895,False,False,True,40.26845637583892,41.61073825503356
IND,0.7663500584739802,0.7811151281254334,0.483128965505447,0.4496147296286444,False,False,True,56.375838926174495,57.71812080536913
IDN,0.5626572848718558,0.6330818537226932,0.2323513151885651,0.1924885225952763,False,False,True,42.95302013422819,48.322147651006716
IRN,0.9717546518136271,1.0360526655479538,0.8446823094445175,0.7734589464474777,False,False,True,68.45637583892618,71.81208053691275
IRQ,1.4286542664704047,1.4299522154648132,1.0468704084631208,1.2737430167597765,False,False,True,88.59060402684564,93.95973154362416
IRL,0.5152390496963981,0.4670826435757036,1.5562385713729914,1.7359604201024217,False,False,True,41.61073825503356,38.25503355704698
ISR,0.6597243680860267,0.5854498493327593,1.45218945487042,1.5127419417400412,False,False,True,47.651006711409394,44.29530201342282
ITA,0.15727838588177034,0.10506589073360262,2.1659325925105337,2.2758653907905724,False,False,True,16.778523489932887,14.093959731543624
CIV,1.4562142403051492,1.3502788844621514,0.12941214532983922,0.13561160835367508,True,True,True,89.93288590604027,89.26174496644296
JAM,0.5685144124168515,0.5936044049131723,0.7068136839129205,0.6644518272425249,False,False,True,43.624161073825505,46.308724832214764
JPN,-0.0008008479566600224,-0.00684128971192155,1.936933751365283,1.8945544050311371,False,False,True,4.026845637583892,4.697986577181208
KAZ,0.467849560206248,0.6600474214582099,1.7563797913007542,1.821103374397429,False,False,True,38.25503355704698,50.33557046979866
JOR,1.2634088200238378,1.959316037735849,1.3457375226727517,1.527528724181444,False,False,True,79.86577181208054,100.0
KEN,1.4254256992409218,1.3409522986519185,0.2537570135619026,0.33223204562653424,True,True,True,87.91946308724832,88.59060402684564
PRK,0.35665239313857144,0.3222681408329755,0.037353155407803075,0.040590181235159215,False,False,True,30.87248322147651,29.53020134228188
KOR,0.3962681112687563,0.4044244423027612,1.1701020452152064,1.1961797795251796,False,False,True,33.557046979865774,34.899328859060404
KWT,2.238111413043478,0.7485689123734038,0.5244938634217979,1.2591286829513977,False,False,True,99.32885906040269,57.04697986577181
KGZ,0.942155756207675,0.8669509594882729,0.1452854859799506,0.11420740063956145,False,False,True,66.44295302013423,61.07382550335571
LAO,0.9818664307828395,0.9166195590729225,0.1115822361080116,0.1474708745022858,False,False,True,69.12751677852349,63.08724832214765
LBN,0.3494071146245059,0.5918939833623524,1.8746338605741066,0.9722306617244941,False,False,True,30.201342281879196,45.63758389261745
LSO,0.6434648105181748,0.9095704596834966,,,False,False,False,,
LVA,-0.05038639876352391,0.009737710067535765,2.44140625,2.3331777881474567,False,False,True,2.013422818791946,6.0402684563758395
LBR,1.141313742437338,1.1031746031746033,,,False,False,False,,
LBY,1.2277080229836135,1.291685597455702,1.0508215513947268,1.0904044409199047,False,False,True,77.85234899328859,83.22147651006712
LTU,-0.034097706879361867,0.054220643543668956,1.6515276630883566,1.585571301159449,False,False,True,3.3557046979865772,9.395973154362416
LUX,0.743695316520844,0.6704613541042541,1.1806375442739079,1.4347202295552368,False,False,True,53.691275167785236,51.006711409395976
MDG,1.370044658193061,1.2293265132139815,0.08696660482374768,0.1147227533460803,True,True,True,83.22147651006712,79.19463087248322
MWI,1.5352525426650576,1.563557451816978,0.06799483239273815,0.05739045596717266,True,True,True,92.61744966442953,96.64429530201343
MYS,0.8976921173122139,0.9992824384612984,1.1574640126505926,1.1079381427211585,False,False,True,64.42953020134227,69.12751677852349
MDV,1.3873626373626373,2.11,,,False,False,False,,
MLI,1.5420029555530292,1.4561025120527784,0.08943743851176102,0.10331112144222325,True,True,True,93.28859060402685,94.63087248322147
MLT,0.4095362508164597,0.42800528401585214,1.3901760889712698,1.387604070305273,False,False,True,34.899328859060404,35.57046979865772
MTQ,-0.0626984126984127,-0.2102146558105107,2.5402201524132093,2.8116213683223994,False,False,True,1.342281879194631,0.6711409395973155
MRT,1.365609348914858,1.3040854224698237,0.9409550693954364,0.8059641345960105,False,False,True,82.5503355704698,85.23489932885906
MUS,0.34282460136674264,0.34752186588921274,2.1204410517387617,2.163565556036348,False,False,True,29.53020134228188,31.543624161073826
MEX,0.7835140627077122,0.7070827510042124,1.1499821646284651,1.2366388613762187,False,False,True,57.04697986577181,53.691275167785236
MNG,1.2557471264367814,1.2853014037985138,1.2738853503184713,1.084010840108401,False,False,True,79.19463087248322,82.5503355704698
MDA,0.125976400199435,-0.10184198508144315,0.7380073800738007,0.847457627118644,False,False,True,11.409395973154362,2.013422818791946
MNE,0.1760391198044009,0.05161998901702369,2.079002079002079,2.088772845953003,False,False,True,18.120805369127517,8.724832214765101
MAR,0.6936586082739364,0.651375542977491,1.3160368490317729,1.8133992268143957,False,False,True,50.33557046979866,48.99328859060403
MOZ,1.387108548069202,1.382542663509431,0.030580104583957678,0.03427122245450495,True,True,True,85.23489932885906,91.94630872483222
OMN,1.7201722017220171,1.0846023688663284,1.5826362197603436,1.893939393939394,False,False,True,95.30201342281879,73.8255033557047
NAM,0.9895233106338397,1.3025911286780851,0.7898894154818326,0.5721914934197978,False,False,True,69.79865771812081,83.89261744966443
NPL,0.8531843372399381,0.7318339100346021,0.6373173840572605,0.6184291898577613,False,False,True,59.73154362416108,55.033557046979865
NLD,0.16171169872256996,0.219337361316146,1.9112865192245638,1.9221408155368889,False,False,True,17.449664429530202,22.818791946308725
CUW,,0.1775,,6.369426751592357,False,False,False,,
NCL,0.6943396226415095,0.6653061224489796,,,False,False,False,,
VUT,1.218045112781955,1.1153846153846154,,,False,False,False,,
NZL,0.41298046628859475,0.35607634380680353,1.5608276846236175,1.6755230025372205,False,False,True,35.57046979865772,32.21476510067114
NIC,1.2414379402477533,1.302690058479532,0.6501950585175552,0.609508329947176,False,False,True,78.52348993288591,84.56375838926175
NER,1.679039741779302,1.571733936879165,0.07530120481927711,0.04889258299515963,True,True,True,94.63087248322147,97.31543624161074
NGA,1.1273643103741016,1.032050666000346,0.09045343776271403,0.08039991865419994,False,False,True,74.49664429530202,71.14093959731544
NOR,0.40847688123300085,0.3624725140483753,1.4161114865952174,1.5780224509557794,False,False,True,34.22818791946309,32.88590604026846
PAK,1.0175733888682852,0.9869609367277432,0.39591640507904186,0.3798996883918032,False,False,True,71.81208053691275,68.45637583892618
PAN,0.9201131911188507,1.3281727439397026,1.360389978460492,1.0499606264765071,False,False,True,65.77181208053692,87.24832214765101
PNG,1.0723393182409575,1.2166877370417195,0.12556504269211452,0.11406410402646287,False,True,True,73.15436241610739,78.52348993288591
PRY,0.8716131721550646,1.0731154102735156,0.8166295471417966,0.707941820054061,False,False,True,62.41610738255034,72.48322147651007
PER,0.8567900421496313,0.859627892905763,1.2059517264617732,1.1062306816333172,False,False,True,60.40268456375839,60.40268456375839
PHL,0.947226826815946,0.9848356715051958,0.3674965576271817,0.4610903912264421,False,False,True,67.11409395973155,67.78523489932886
POL,0.23881941421086617,0.1976446244250991,1.0482434348453085,1.1675856623180287,False,False,True,22.818791946308725,21.476510067114095
PRT,0.11367009434962361,0.03978506008788174,1.356464624830442,1.4510832208955984,False,False,True,10.06711409395973,8.053691275167784
GNB,1.3324175824175826,1.2600690448791716,,,False,False,False,,
TLS,0.8966861598440545,0.9455930359085962,,,False,False,False,,
PRI,0.01689224635400266,-0.022876911059033556,2.063557573256294,2.284148012791229,False,False,True,4.697986577181208,4.026845637583892
QAT,1.772727272727273,0.5041908446163765,1.987083954297069,1.7145306472353192,False,False,True,96.64429530201343,39.59731543624161
REU,0.41530054644808745,0.31274703557312256,1.755001755001755,1.881821603312006,False,False,True,36.241610738255034,28.187919463087248
ROU,0.12777777777777777,0.013129749752186948,1.7455879524845042,2.025472896426242,False,False,True,12.080536912751679,6.7114093959731544
RUS,0.15211743989399729,0.10962339956359601,1.4325635826195737,1.4774391401720384,False,False,True,14.76510067114094,14.76510067114094
RWA,1.3973788328387733,1.266990291262136,0.20629190304280556,0.12236157846436219,True,True,True,86.57718120805369,81.20805369127517
LCA,0.5797665369649805,0.7370242214532872,,,False,False,False,,
STP,1.0103092783505154,1.129032258064516,,,False,False,False,,
SAU,1.724182313749243,1.1924874026568943,1.3618298546455074,2.0475533826417616,False,False,True,95.9731543624161,77.85234899328859
SEN,1.4946608946608948,1.3679731820526047,0.23137436372049977,0.21779374931939452,True,True,True,91.94630872483222,91.2751677852349
SRB,0.0258952147125584,-0.05845759765803682,1.6707306059785063,1.7975126311698406,False,False,True,5.369127516778524,2.684563758389262
SLE,1.1973684210526314,1.1838074398249452,,,False,False,False,,
SGP,0.6652434956637758,0.7907818303018761,1.1217049915872126,1.4889657006115395,False,False,True,48.99328859060403,59.06040268456376
SVK,0.3127670199189925,0.27741045248088314,1.0143702451394758,1.080205238995409,False,False,True,28.187919463087248,26.174496644295303
VNM,0.5789032947359303,0.5529285833056201,0.4267329931661759,0.46844989928327163,False,False,True,44.29530201342282,43.624161073825505
SVN,0.18606679960119643,0.16179089290256932,0.9456761584532941,0.9853295379899277,False,False,True,18.79194630872483,19.463087248322147
SOM,1.4157807308970098,1.5273354129042849,,,False,False,False,,
ZAF,0.8596491228070176,0.7397606181505985,0.8288235580907806,0.98696623994891,False,False,True,61.07382550335571,56.375838926174495
ZWE,1.223469566742677,1.0105816753263213,0.039444619753865574,0.03151492231571649,True,False,True,77.18120805369128,69.79865771812081
ESP,0.22541692721455586,0.2617710916121738,1.2980128513180775,1.3338084813928626,False,False,True,21.476510067114095,24.832214765100673
SSD,1.0024516480523018,1.058629911540835,,,False,False,False,,
SDN,1.2637028408723223,1.2572417988675184,0.17152168319945113,0.12439100238416088,True,True,True,80.53691275167785,80.53691275167785
SUR,0.7323162274618584,1.1139896373056994,1.601281024819856,1.2254901960784315,False,False,True,52.348993288590606,75.83892617449665
SWZ,0.960880195599022,0.739972337482711,,,False,False,False,,
SWE,0.27749744947197175,0.2390962557503058,1.7482894822041397,1.9032849288030453,False,False,True,26.174496644295303,24.161073825503358
CHE,0.3879907621247114,0.328391244773917,2.1109096779000174,2.24808251785242,False,False,True,32.21476510067114,30.201342281879196
SYR,1.4708773819944785,1.3905408869520635,0.3542716991415724,0.3485067824781513,True,True,True,90.60402684563759,92.61744966442953
TJK,1.0101867572156196,1.0830477194832588,0.33783783783783783,0.25313251487153526,False,False,True,71.14093959731544,73.15436241610739
THA,0.3582492944410227,0.29741356132709584,1.0761494155628804,1.317970822281167,False,False,True,31.543624161073826,27.516778523489933
TGO,1.1841308298001212,1.1048967834853576,0.1386577925679423,0.11403808872163303,True,True,True,76.51006711409396,75.16778523489933
TTO,0.476013387876534,0.5064393939393939,1.763668430335097,1.760120693990445,False,False,True,38.92617449664429,40.26845637583892
ARE,2.398268398268398,0.48180650684931514,1.9598236158745712,2.888920988010978,False,False,True,100.0,38.92617449664429
TUN,0.6755043673185437,0.6072227873855545,1.4762871378483116,2.0254446483954682,False,False,True,49.664429530201346,46.97986577181208
TUR,0.8715206724316236,0.70232401790762,1.1757098348127681,1.346354073169856,False,False,True,61.74496644295302,53.02013422818792
TKM,0.7059701492537314,0.9389226955149876,1.020705745115194,0.8136696501220505,False,False,True,51.006711409395976,65.1006711409396
UGA,1.8668986974634816,1.9006442461138366,0.09197093718384991,0.10188279403374358,True,True,True,97.98657718120806,99.32885906040269
UKR,0.0382347728481125,0.08474066534030444,0.8307632779870492,0.7784341743266011,False,False,True,6.7114093959731544,12.080536912751679
MKD,0.2799582463465553,0.06698366756253882,0.65242211710977,0.7750435962022864,False,False,True,26.845637583892618,10.738255033557047
EGY,0.9928157433616391,0.9446329813976873,0.7778311362421964,0.9291277510260803,False,False,True,70.46979865771812,66.44295302013423
GBR,0.28455759076166154,0.2779853890965003,1.0917063858724656,1.1516401221124555,False,False,True,27.516778523489933,26.845637583892618
TZA,1.592210472014444,1.5444610034773971,0.12161415146489774,0.23862206603323355,True,True,True,93.95973154362416,95.9731543624161
USA,0.27722315523681007,0.27604861244455425,2.76605347041075,2.6783511855723585,False,False,True,25.503355704697988,25.503355704697988
BFA,1.4736986301369863,1.410109431995831,0.11075423634954037,0.10810810810810811,True,True,True,91.2751677852349,93.28859060402685
URY,0.31609597018402047,0.3136261924390531,2.2123893805309733,2.241348395194549,False,False,True,28.859060402684566,28.859060402684566
UZB,0.753444525018129,0.8569269745322015,0.5514199062586159,0.4787093994590584,False,False,True,55.033557046979865,59.73154362416108
VEN,0.659774964838256,0.5460368078263924,0.9999152614185238,1.0313242903090476,False,False,True,48.322147651006716,42.95302013422819
WSM,0.7158273381294964,0.3421052631578947,,,False,False,False,,
YEM,1.3885785934116037,1.7201076509034987,0.047721307563827246,0.028268551236749116,True,True,True,85.90604026845638,97.98657718120806
ZMB,2.0202299358832634,1.885872200135751,0.10980564401010212,0.10079967744103219,True,True,True,98.65771812080537,98.65771812080537
