all_cancer_absolute_case_increase_2050,all_cancer_cases_2024,all_cancer_cases_2030,all_cancer_cases_2040,all_cancer_cases_2050,all_cancer_deaths_2024,all_cancer_deaths_2030,all_cancer_deaths_2040,all_cancer_deaths_2050,all_cancer_relative_case_growth_2050,brachy_units_per_1000_selected_site_cases_2050,brachytherapy_flag,brachytherapy_units,country_code,country_iso3,ct_units,dirac_country,dirac_iso3,dirac_last_update_year,dirac_matched,dirac_region,gco_country,hdi_label,acceleration_risk,high_growth_q75,income_label,kv_therapy_units,lower_quartile_unit_density,mv_therapy_units,mv_units_per_1000_all_cancer_cases_2050,mv_units_per_1000_selected_site_cases_2050,mv_units_per_million_population_2024,population_2024,population_2030,population_2040,population_2050,proton_ion_units,rt_centres_per_10000_selected_site_cases_2050,rt_centres_total,rt_centres_with_rt,selected_site_case_increase_2050,selected_site_death_increase_2050,selected_site_cases_2024,selected_site_cases_2030,selected_site_cases_2040,selected_site_cases_2050,selected_site_deaths_2024,selected_site_deaths_2030,selected_site_deaths_2040,selected_site_deaths_2050,selected_site_relative_case_growth_2050,selected_site_relative_death_growth_2050,selected_site_cases_per_mv_unit_2050,share_global_selected_site_case_increment,simulators,treatment_planning_systems,unit_pressure_rank,who_region
188114.0,138605.0,168318.0,233243.0,326719.0,88321.0,107062.0,148281.0,208497.0,1.3571949063886584,0.0,No,0,180,COD,0,Democratic Republic of the Congo,COD,2021,1,Middle Africa,"Congo, Democratic Republic of",Low HDI,1,1,Low income,0,1,1,0.0030607341476926657,0.010879498672701162,0.009151117453933641,109276272.0,131532209.0,172595588.0,218246079.0,0,0.10879498672701161,1,1,53469.0,32615.0,38447.0,46776.0,65134.0,91916.0,23584.0,28638.0,39784.0,56199.0,1.3907196920435925,1.382929104477612,91916.0,0.010353527187569649,0,0,1,AFRO
20001.0,25587.0,30315.0,38332.0,45588.0,12121.0,14930.0,20330.0,25749.0,0.7816860124281861,0.10689470871191876,No,1,188,CRI,0,Costa Rica,CRI,2026,1,Central America,Costa Rica,Very High HDI,0,0,Upper middle income,1,0,12,0.26322716504343247,1.282736504543025,2.3392173095842996,5129921.0,5251506.0,5369813.0,5354161.0,0,5.344735435595938,7,5,3994.0,2584.0,5361.0,6342.0,7927.0,9355.0,2128.0,2643.0,3657.0,4712.0,0.7450102592799851,1.2142857142857142,779.5833333333334,0.000773382475586848,0,0,83,PAHO
729.0,53650.0,54711.0,55650.0,54379.0,27007.0,28276.0,30462.0,30878.0,0.01358807082945014,0.5308258133009782,No,7,191,HRV,0,Croatia,HRV,2026,1,Southern Europe,Croatia,Very High HDI,0,0,High income,0,0,36,0.6620202651758951,2.729961325547888,9.28951948670244,3875335.0,3725779.0,3488316.0,3234168.0,0,7.583225904299689,10,10,-45.0,730.0,13232.0,13466.0,13577.0,13187.0,6198.0,6463.0,6879.0,6928.0,-0.003400846432889964,0.11777992900935785,366.30555555555554,-8.71362328527996e-06,0,0,143,EURO
37269.0,96919.0,107779.0,124452.0,134188.0,55797.0,62916.0,74147.0,82270.0,0.3845376035658643,0.1493020130888098,No,6,192,CUB,0,Cuba,CUB,2026,1,Caribbean,Cuba,High HDI,0,0,Upper middle income,7,1,20,0.14904462396041374,0.49767337696269937,1.8215284627483768,10979790.0,10700834.0,10125846.0,9382008.0,0,2.2395301963321472,9,9,10581.0,8465.0,29606.0,32984.0,37869.0,40187.0,17310.0,19581.0,23132.0,25775.0,0.3573937715327974,0.48902368573079147,2009.35,0.002048863288478828,0,0,37,PAHO
7702.0,12030.0,13732.0,16750.0,19732.0,5340.0,6317.0,8324.0,10540.0,0.6402327514546966,0.5601194921583271,No,3,196,CYP,0,Cyprus,CYP,2025,1,Western Asia,Cyprus,Very High HDI,0,0,High income,1,0,10,0.5067909993918508,1.8670649738610903,7.362181797299994,1358293.0,1422327.0,1484855.0,1508489.0,0,3.7341299477221805,2,2,2188.0,1204.0,3168.0,3641.0,4487.0,5356.0,1245.0,1471.0,1934.0,2449.0,0.6906565656565656,0.9670682730923694,535.6,0.0004236757277376123,0,0,111,EURO
22863.0,126139.0,133781.0,143766.0,149002.0,57459.0,63406.0,70584.0,76487.0,0.1812524278771831,0.45033634495764024,No,16,203,CZE,0,Czech Republic,CZE,2021,1,Eastern Europe,Czechia,Very High HDI,0,0,High income,30,0,67,0.44965839384706247,1.8857834445101185,6.240762274647937,10735868.0,10425098.0,10107233.0,9825552.0,1,10.132567761546905,38,36,4633.0,4126.0,30896.0,32479.0,34705.0,35529.0,12838.0,14088.0,15661.0,16964.0,0.14995468669083376,0.3213896245521109,530.2835820895523,0.0008971159262378234,0,0,113,EURO
24248.0,18289.0,22375.0,31055.0,42537.0,11611.0,14233.0,19883.0,27396.0,1.3258242659522117,nan,,,204,BEN,,,,,0,,Benin,Low HDI,0,1,Lower middle income,,0,,nan,nan,nan,14462734.0,16618832.0,20445769.0,24433817.0,,nan,,,7745.0,4665.0,5615.0,6905.0,9660.0,13360.0,3317.0,4085.0,5744.0,7982.0,1.379341050756901,1.406391317455532,nan,0.0014997113854331842,,,,AFRO
18279.0,87817.0,94586.0,101745.0,106096.0,35360.0,40203.0,45398.0,49648.0,0.20814876390676065,0.3103541917213019,No,8,208,DNK,0,Denmark,DNK,2020,1,Northern Europe,Denmark,Very High HDI,0,0,High income,8,0,55,0.5183984316091087,2.1336850680839508,9.201294203853836,5977420.0,6082003.0,6134669.0,6124847.0,1,3.103541917213019,8,8,3922.0,3449.0,21855.0,23377.0,24947.0,25777.0,8654.0,9834.0,11082.0,12103.0,0.1794555021734157,0.3985440258839843,468.6727272727273,0.0007594406783304001,0,0,127,EURO
41716.0,41600.0,50629.0,67304.0,83316.0,22933.0,27996.0,37277.0,46275.0,1.0027884615384615,0.23163340153650155,No,6,214,DOM,0,Dominican Republic,DOM,2025,1,Caribbean,Dominican Republic,High HDI,0,0,Upper middle income,0,0,21,0.2520524269047962,0.8107169053777554,1.8376616682852673,11427566.0,11938862.0,12579330.0,12996300.0,0,4.632668030730032,12,12,13550.0,6903.0,12353.0,15244.0,20668.0,25903.0,6427.0,7905.0,10655.0,13330.0,1.0968995385736258,1.0740625486229967,1233.4761904761904,0.002623768789234299,0,0,52,PAHO
71585.0,61080.0,74258.0,100963.0,132665.0,31220.0,38582.0,54027.0,72997.0,1.1719875573018992,0.1795783500341199,No,5,218,ECU,0,Ecuador,ECU,2025,1,South America,Ecuador,High HDI,0,0,Upper middle income,0,0,38,0.2864357592432066,1.364795460259311,2.0953396063022303,18135485.0,19069730.0,20434229.0,21337247.0,0,4.309880400818877,15,12,14987.0,7981.0,12856.0,15656.0,21267.0,27843.0,5696.0,7079.0,10014.0,13677.0,1.1657591785936527,1.4011587078651686,732.7105263157895,0.002902023826144239,0,0,90,PAHO
14241.0,18825.0,21404.0,26589.0,33066.0,10878.0,12456.0,15695.0,19867.0,0.7564940239043825,0.25135101168782203,No,2,222,SLV,0,El Salvador,SLV,2026,1,Central America,El Salvador,Medium HDI,0,0,Lower middle income,0,0,14,0.4233956329764713,1.7594570818147544,2.208828308091159,6338202.0,6486215.0,6640759.0,6663353.0,0,6.283775292195551,5,5,3472.0,1566.0,4485.0,5113.0,6362.0,7957.0,1933.0,2212.0,2779.0,3499.0,0.7741360089186177,0.8101396792550439,568.3571428571429,0.0006723044454776004,0,0,107,PAHO
2540.0,2371.0,2857.0,3831.0,4911.0,1509.0,1840.0,2515.0,3228.0,1.0712779417967102,nan,,,226,GNQ,,,,,0,,Equatorial Guinea,Medium HDI,0,0,Upper middle income,,0,,nan,nan,nan,1892528.0,2170451.0,2665593.0,3143737.0,,nan,,,699.0,436.0,599.0,728.0,997.0,1298.0,362.0,444.0,613.0,798.0,1.1669449081803005,1.2044198895027625,nan,0.0001353516150313487,,,,AFRO
208792.0,155874.0,191407.0,265899.0,364666.0,93035.0,114816.0,161177.0,225013.0,1.339492153919191,0.02007770070171564,No,2,231,ETH,0,Ethiopia,ETH,2022,1,Eastern Africa,Ethiopia,Low HDI,1,1,Low income,0,1,3,0.008226706081729583,0.030116551052573458,0.022716985374865394,132059776.0,152855370.0,188450909.0,225021884.0,0,0.2007770070171564,3,2,58264.0,35145.0,41349.0,51143.0,71951.0,99613.0,23992.0,29754.0,42145.0,59137.0,1.4090788169000459,1.4648632877625876,33204.333333333336,0.01128201215763448,0,0,3,AFRO
5921.0,5322.0,6282.0,8381.0,11243.0,3396.0,4018.0,5359.0,7275.0,1.1125516723036453,nan,,,232,ERI,,,,,0,,Eritrea,Low HDI,0,0,Low income,,0,,nan,nan,nan,3535611.0,4002683.0,4868688.0,5696072.0,,nan,,,1579.0,949.0,1374.0,1630.0,2198.0,2953.0,825.0,977.0,1312.0,1774.0,1.1491994177583698,1.1503030303030304,nan,0.0003057513592768235,,,,AFRO
2799.0,16491.0,17235.0,18519.0,19290.0,8156.0,8694.0,9779.0,10559.0,0.16972894305985084,0.6263048016701461,No,3,233,EST,0,Estonia,EST,2026,1,Northern Europe,Estonia,Very High HDI,0,0,High income,0,0,10,0.5184033177812338,2.0876826722338206,7.349930947398749,1360557.0,1302781.0,1236796.0,1174276.0,0,4.175365344467641,2,2,660.0,563.0,4130.0,4316.0,4614.0,4790.0,1820.0,1942.0,2196.0,2383.0,0.15980629539951574,0.30934065934065935,479.0,0.0001277998081841061,0,0,124,EURO
1440.0,3462.0,3770.0,4334.0,4902.0,1686.0,1864.0,2186.0,2526.0,0.41594454072790293,nan,,,242,FJI,,,,,0,,Fiji,High HDI,0,0,Upper middle income,,0,,nan,nan,nan,928791.0,953116.0,983866.0,1000272.0,,nan,,,421.0,233.0,955.0,1043.0,1203.0,1376.0,462.0,512.0,600.0,695.0,0.4408376963350785,0.5043290043290043,nan,8.152078673561918e-05,,,,WPRO
10079.0,70219.0,74973.0,79100.0,80298.0,27285.0,30183.0,33143.0,33976.0,0.14353664962474544,0.3531073446327684,No,7,246,FIN,0,Finland,FIN,2020,1,Northern Europe,Finland,Very High HDI,0,0,High income,0,0,50,0.622680515081322,2.522195318805488,8.901046531644912,5617317.0,5592058.0,5480532.0,5351655.0,0,6.557707828894269,13,13,2160.0,1460.0,17664.0,18690.0,19530.0,19824.0,5852.0,6460.0,7106.0,7312.0,0.12228260869565218,0.24948735475051265,396.48,0.00041825391769343805,0,0,141,EURO
152899.0,839813.0,901216.0,972140.0,992712.0,363292.0,404765.0,471209.0,499607.0,0.18206314977262794,0.353880695021685,No,90,250,FRA,0,France,FRA,2023,1,Western Europe,France (metropolitan),Very High HDI,0,0,High income,2,0,570,0.574184657785944,2.241244401804005,8.56517702259931,66548537.0,67107697.0,67938912.0,68219684.0,4,6.60577297373812,170,168,30970.0,27975.0,223353.0,237774.0,251845.0,254323.0,84496.0,93378.0,106992.0,112471.0,0.13865943148289928,0.331080761219466,446.18070175438595,0.005996909181002675,0,0,130,EURO
1416.0,1136.0,1368.0,1916.0,2552.0,478.0,586.0,836.0,1120.0,1.2464788732394365,nan,,,254,GUF,,,,,0,,French Guyana,,0,1,,,0,,nan,nan,nan,308535.0,341740.0,406176.0,471925.0,,nan,,,407.0,144.0,314.0,376.0,528.0,721.0,112.0,135.0,192.0,256.0,1.2961783439490446,1.2857142857142858,nan,7.880988171353208e-05,,,,PAHO
1558.0,1966.0,2402.0,3072.0,3524.0,850.0,1092.0,1528.0,1918.0,0.7924720244150559,nan,,,258,PYF,,,,,0,,French Polynesia,,0,0,High income,,0,,nan,nan,nan,281816.0,285556.0,289179.0,284757.0,,nan,,,548.0,361.0,649.0,801.0,1033.0,1197.0,277.0,356.0,502.0,638.0,0.8443759630200308,1.3032490974729243,nan,0.00010611256800740929,,,,WPRO
1825.0,2123.0,2524.0,3248.0,3948.0,1381.0,1668.0,2192.0,2703.0,0.8596325953838907,nan,,,262,DJI,,,,,0,,Djibouti,Low HDI,0,0,Lower middle income,,0,,nan,nan,nan,1168731.0,1262684.0,1406643.0,1530550.0,,nan,,,486.0,317.0,556.0,661.0,852.0,1042.0,330.0,397.0,522.0,647.0,0.8741007194244604,0.9606060606060606,nan,9.410713148102356e-05,,,,EMRO
3474.0,3135.0,3778.0,5107.0,6609.0,1987.0,2423.0,3344.0,4355.0,1.108133971291866,0.0,No,0,266,GAB,0,Gabon,GAB,2018,1,Middle Africa,Gabon,Medium HDI,0,1,Upper middle income,0,0,2,0.30261764260856405,1.1299435028248588,0.7877241075085862,2538960.0,2866675.0,3452995.0,4084541.0,0,5.649717514124294,1,1,965.0,600.0,805.0,982.0,1350.0,1770.0,476.0,585.0,816.0,1076.0,1.1987577639751552,1.2605042016806722,885.0,0.0001868588104510036,0,0,74,AFRO
7269.0,31324.0,33045.0,36257.0,38593.0,15410.0,16298.0,17938.0,19237.0,0.23205848550632102,0.3040129712201054,No,3,268,GEO,0,Georgia,GEO,2026,1,Western Asia,Georgia,Very High HDI,0,0,Upper middle income,1,0,20,0.5182286943228046,2.026753141467369,5.252546368822776,3807677.0,3790550.0,3732867.0,3664024.0,0,9.120389136603162,9,9,1887.0,854.0,7981.0,8451.0,9257.0,9868.0,3546.0,3756.0,4106.0,4400.0,0.23643653677484025,0.24083474337281444,493.4,0.00036539126976273967,0,0,117,EURO
5203.0,3836.0,4730.0,6578.0,9039.0,2772.0,3419.0,4775.0,6651.0,1.3563607924921794,nan,,,270,GMB,,,,,0,,The Republic of the Gambia,Low HDI,0,1,Low income,,0,,nan,nan,nan,2759997.0,3130142.0,3732807.0,4301904.0,,nan,,,1302.0,828.0,940.0,1164.0,1628.0,2242.0,582.0,722.0,1011.0,1410.0,1.3851063829787233,1.422680412371134,nan,0.00025211416705410016,,,,AFRO
23105.0,14851.0,18312.0,26684.0,37956.0,7137.0,8869.0,13270.0,19425.0,1.555787489057976,nan,,,275,PSE,,,,,0,,Gaza Strip and West Bank,High HDI,0,1,Lower middle income,,0,,nan,nan,nan,5495449.0,6122325.0,7291836.0,8451899.0,,nan,,,6044.0,2960.0,3661.0,4548.0,6725.0,9705.0,1703.0,2118.0,3176.0,4663.0,1.6509150505326413,1.7381092190252496,nan,0.0011703364252496017,,,,EMRO
124780.0,1094656.0,1141228.0,1210823.0,1219436.0,512528.0,540066.0,599713.0,639947.0,0.11399014850327409,0.785130255530499,No,227,276,DEU,0,Germany,DEU,2026,1,Western Europe,Germany,Very High HDI,0,0,High income,113,0,723,0.592897044207322,2.5006571574826024,8.550925509954785,84552251.0,82780965.0,80551744.0,78294623.0,7,12.728102820934962,372,368,20947.0,25954.0,268177.0,280179.0,293072.0,289124.0,119381.0,125748.0,137599.0,145335.0,0.07810886093885755,0.21740477965505398,399.8948824343015,0.004056094821261318,0,0,138,EURO
62902.0,54224.0,66121.0,89945.0,117126.0,35243.0,43309.0,59676.0,78336.0,1.160039834759516,0.08746610688358261,No,3,288,GHA,0,Ghana,GHA,2026,1,Western Africa,Ghana,Medium HDI,1,1,Lower middle income,0,1,6,0.05122688386865427,0.17493221376716522,0.17427967740366967,34427422.0,38222099.0,44568359.0,50553055.0,0,0.8746610688358262,3,3,19053.0,11886.0,15246.0,18777.0,25969.0,34299.0,9042.0,11214.0,15711.0,20928.0,1.2497048406139315,1.3145321831453218,5716.5,0.003689348098987535,0,0,26,AFRO
13475.0,125783.0,129730.0,137170.0,139258.0,63748.0,66744.0,73776.0,79380.0,0.10712894429294897,0.44186832323967457,No,17,300,GRC,0,Greece,GRC,2023,1,Southern Europe,Greece,Very High HDI,0,0,High income,0,0,58,0.41649312786339027,1.5075507498765368,5.772392378969104,10047827.0,9721991.0,9275624.0,8812077.0,0,7.797676292464845,30,30,3086.0,3624.0,35387.0,36539.0,38437.0,38473.0,15655.0,16407.0,18090.0,19279.0,0.08720716647356373,0.23149153625039923,663.3275862068965,0.000597560921297199,0,0,97,EURO
-382.0,3748.0,3964.0,3867.0,3366.0,1664.0,1780.0,1784.0,1588.0,-0.10192102454642477,0.0,No,0,312,GLP,0,Guadeloupe,GLP,2023,1,Caribbean,"France, Guadeloupe",,0,0,,0,0,3,0.8912655971479501,3.076923076923077,7.99754741879157,375115.0,366352.0,348997.0,326330.0,0,10.256410256410257,1,1,-195.0,-51.0,1170.0,1222.0,1153.0,975.0,391.0,410.0,392.0,340.0,-0.16666666666666666,-0.13043478260869565,325.0,-3.775903423621316e-05,0,0,147,PAHO
388.0,902.0,1040.0,1202.0,1290.0,480.0,592.0,754.0,850.0,0.43015521064301554,nan,,,316,GUM,,,,,0,,Guam,,0,0,High income,,0,,nan,nan,nan,167785.0,174643.0,183628.0,191469.0,,nan,,,102.0,105.0,253.0,293.0,336.0,355.0,139.0,171.0,217.0,244.0,0.4031620553359684,0.7553956834532374,nan,1.9750879446634574e-05,,,,WPRO
56303.0,40960.0,50838.0,70998.0,97263.0,23393.0,29128.0,41386.0,57781.0,1.3745849609375,0.21907724663716427,No,5,320,GTM,0,Guatemala,GTM,2026,1,Central America,Guatemala,Medium HDI,1,1,Upper middle income,1,1,8,0.08225121577578319,0.3505235946194628,0.4346322353907338,18406366.0,20067263.0,22626878.0,24670864.0,0,2.1907724663716426,5,5,13557.0,5891.0,9266.0,11673.0,16537.0,22823.0,3939.0,4944.0,7075.0,9830.0,1.4630908698467515,1.4955572480324955,2852.875,0.0026251242417453424,0,0,32,PAHO
26066.0,23051.0,27409.0,36565.0,49117.0,15463.0,18356.0,24663.0,33568.0,1.1307969285497375,nan,,,324,GIN,,,,,0,,Guinea,Low HDI,0,1,Low income,,0,,nan,nan,nan,14754794.0,16807158.0,20160761.0,23404591.0,,nan,,,6554.0,3872.0,5468.0,6526.0,8788.0,12022.0,3148.0,3740.0,5066.0,7020.0,1.1986100950987564,1.229987293519695,nan,0.0012690908224827747,,,,AFRO
1844.0,2700.0,3128.0,3866.0,4544.0,1376.0,1606.0,1990.0,2354.0,0.682962962962963,0.6729475100942126,No,1,328,GUY,0,Guyana,GUY,2024,1,South America,Guyana,High HDI,0,0,Upper middle income,0,0,1,0.22007042253521128,0.6729475100942126,1.2032289853049645,831097.0,861049.0,907517.0,940618.0,0,6.7294751009421265,1,1,643.0,303.0,843.0,991.0,1251.0,1486.0,388.0,459.0,579.0,691.0,0.7627520759193357,0.7809278350515464,1486.0,0.00012450799494300032,0,0,45,PAHO
28083.0,29226.0,34316.0,44544.0,57309.0,18834.0,22299.0,29478.0,38654.0,0.9608909874769042,nan,,,332,HTI,,,,,0,,Haiti,Medium HDI,0,0,Lower middle income,,0,,nan,nan,nan,11772564.0,12552367.0,13733862.0,14710871.0,,nan,,,7326.0,4456.0,7060.0,8366.0,11004.0,14386.0,4077.0,4848.0,6445.0,8533.0,1.0376770538243627,1.0929605101790532,nan,0.0014185778708435774,,,,PAHO
27347.0,21337.0,26188.0,36190.0,48684.0,13000.0,16192.0,22996.0,31778.0,1.2816703379106715,0.17548477669562165,No,2,340,HND,0,Honduras,HND,2024,1,Central America,Honduras,Medium HDI,0,1,Lower middle income,0,0,10,0.2054062936488374,0.8774238834781083,0.9237266866394851,10825713.0,11885328.0,13484663.0,14846787.0,0,4.387119417390541,5,5,6693.0,4414.0,4704.0,5865.0,8291.0,11397.0,2948.0,3690.0,5281.0,7362.0,1.4228316326530612,1.4972862957937585,1139.7,0.0012960062366306393,0,0,61,PAHO
9900.0,126425.0,130076.0,135250.0,136325.0,62588.0,65986.0,70661.0,73347.0,0.07830729681629424,0.38478452066842567,No,14,348,HUN,0,Hungary,HUN,2026,1,Eastern Europe,Hungary,Very High HDI,0,0,High income,4,0,54,0.39611223179900973,1.4841688654353562,5.580737196781238,9676141.0,9449124.0,9067624.0,8725357.0,0,3.847845206684257,14,14,2367.0,2525.0,34017.0,34877.0,36216.0,36384.0,16445.0,17237.0,18408.0,18970.0,0.06958285563100802,0.15354211006384919,673.7777777777778,0.00045833658480572587,0,0,95,EURO
2311.0,3875.0,4467.0,5380.0,6186.0,1358.0,1618.0,2098.0,2512.0,0.5963870967741935,0.6067961165048543,No,1,352,ISL,0,Iceland,ISL,2018,1,Northern Europe,Iceland,Very High HDI,0,0,High income,0,0,2,0.3233107015842224,1.2135922330097086,5.083845318922326,393403.0,414357.0,429461.0,433005.0,0,6.067961165048544,1,1,598.0,305.0,1050.0,1206.0,1434.0,1648.0,361.0,428.0,557.0,666.0,0.5695238095238095,0.8448753462603878,824.0,0.00011579437165772036,0,0,79,EURO
2517151.0,3111483.0,3652962.0,4630463.0,5628634.0,1800765.0,2137223.0,2759051.0,3416863.0,0.8089875470957096,0.16548984995586938,No,279,356,IND,0,India,IND,2026,1,Southern Asia,India,Medium HDI,0,0,Lower middle income,5,1,791,0.1405314326708754,0.46918448500033216,0.5451654025318243,1450935801.0,1525138853.0,1622580048.0,1679589270.0,1,2.752232630090444,486,464,765092.0,449548.0,920812.0,1086014.0,1383845.0,1685904.0,501083.0,595548.0,769094.0,950631.0,0.8308883898124698,0.8971527671064474,2131.3577749683946,0.1481494103684759,0,0,36,SEARO
640005.0,940932.0,1094531.0,1355062.0,1580937.0,565207.0,666143.0,838954.0,990035.0,0.6801819897718432,0.03565943810234734,No,15,360,IDN,0,Indonesia,IDN,2026,1,South-Eastern Asia,Indonesia,High HDI,0,0,Lower middle income,0,1,87,0.055030655870537536,0.2068247409936146,0.30689136302197323,283487939.0,295876658.0,311797404.0,320712958.0,0,1.3075127304194025,56,55,168429.0,108158.0,252217.0,293127.0,361697.0,420646.0,145585.0,171607.0,215623.0,253743.0,0.6677940027833176,0.7429199436755161,4835.0114942528735,0.03261393014036485,0,0,27,SEARO
344317.0,308692.0,379756.0,512976.0,653009.0,194600.0,244563.0,343119.0,447953.0,1.1154062949477148,0.10880726832552415,No,16,364,IRN,0,"Iran, Islamic Republic of",IRN,2023,1,Southern Asia,"Iran, Islamic Republic of",High HDI,0,0,Lower middle income,2,0,122,0.18682744035687104,0.8296554209821216,1.3323468724456753,91567746.0,95486677.0,99524287.0,101862001.0,0,5.50836795897966,84,81,77433.0,54860.0,69616.0,85930.0,115970.0,147049.0,43257.0,54271.0,75659.0,98117.0,1.1122874051942082,1.2682340430450563,1205.3196721311476,0.014993822041090737,0,0,53,EMRO
97237.0,67936.0,85069.0,121246.0,165173.0,39785.0,50572.0,73781.0,102671.0,1.4313029910504005,0.11635483570697198,No,5,368,IRQ,0,Iraq,IRQ,2025,1,Western Asia,Iraq,Medium HDI,0,1,Upper middle income,0,0,57,0.3450927209652909,1.3264451270594806,1.2379994953305917,46042022.0,51937217.0,62223224.0,71928761.0,0,7.213999813832263,31,31,25975.0,16127.0,16997.0,21490.0,31116.0,42972.0,9890.0,12633.0,18573.0,26017.0,1.5282108607401306,1.6306370070778564,753.8947368421053,0.005029696996336599,0,0,87,EMRO
33305.0,56924.0,65542.0,79405.0,90229.0,21721.0,25971.0,33603.0,40872.0,0.5850783500808096,0.6056935190793459,No,13,372,IRL,0,Ireland,IRL,2026,1,Northern Europe,Ireland,Very High HDI,0,0,High income,4,0,40,0.4433164503651819,1.8636723663979873,7.611757729930269,5255028.0,5525103.0,5817578.0,5970050.0,0,6.0569351907934585,13,13,7135.0,4336.0,14328.0,16356.0,19446.0,21463.0,5076.0,6055.0,7793.0,9412.0,0.4979759910664433,0.8542159180457053,536.575,0.0013815933808993893,0,0,110,EURO
38922.0,60760.0,69009.0,83734.0,99682.0,25199.0,29599.0,38110.0,46472.0,0.6405859117840684,0.5779630929282087,No,14,376,ISR,0,Israel,ISR,2026,1,Western Asia,Israel,Very High HDI,0,0,High income,2,0,39,0.39124415641740734,1.6100400445857244,4.154670499474488,9387026.0,10175963.0,11581484.0,13092729.0,0,5.366800148619081,13,13,9260.0,4179.0,14963.0,16923.0,20390.0,24223.0,5199.0,6060.0,7716.0,9378.0,0.6188598543072913,0.8038084246970572,621.1025641025641,0.0017930700360376097,0,0,100,EURO
120878.0,830692.0,880028.0,943207.0,951570.0,363199.0,394320.0,449403.0,491199.0,0.14551482378547043,0.2631158960821612,No,61,380,ITA,0,Italy,ITA,2026,1,Southern Europe,Italy,Very High HDI,0,0,High income,12,0,567,0.5958573725527286,2.4456838209604164,9.55464292706941,59342877.0,57946081.0,55221179.0,51891108.0,3,8.84241945849886,214,205,23380.0,27180.0,208457.0,221117.0,234889.0,231837.0,80497.0,87454.0,99280.0,107677.0,0.11215742335349736,0.3376523348696225,408.8835978835979,0.004527211386885455,0,0,136,EURO
55226.0,40587.0,50191.0,70773.0,95813.0,25368.0,31668.0,45299.0,61585.0,1.360681991770764,0.0,No,0,384,CIV,0,Côte d'Ivoire,CIV,2026,1,Western Africa,CÃ´te d'Ivoire,Low HDI,1,1,Lower middle income,0,1,4,0.041747988268815296,0.13998740113389796,0.1252574000427942,31934241.0,36699023.0,45743932.0,55746991.0,0,0.6999370056694898,2,2,16862.0,9944.0,11712.0,14610.0,20896.0,28574.0,6609.0,8321.0,12061.0,16553.0,1.4397199453551912,1.5046149190497806,7143.5,0.0032650914630309043,0,0,22,AFRO
9800.0,15035.0,17281.0,21277.0,24835.0,8806.0,10267.0,13223.0,16217.0,0.6518124376454939,0.28352707683583783,No,2,388,JAM,0,Jamaica,JAM,2025,1,Caribbean,Jamaica,High HDI,0,0,Upper middle income,0,0,5,0.20132876988121604,0.7088176920895946,1.761067516863102,2839187.0,2808961.0,2676110.0,2454948.0,0,5.670541536716756,4,4,2701.0,2163.0,4353.0,5004.0,6099.0,7054.0,2502.0,2918.0,3772.0,4665.0,0.620491614978176,0.8645083932853717,1410.8,0.0005230110331898039,0,0,46,PAHO
35199.0,2121521.0,2175592.0,2188773.0,2156720.0,908752.0,975839.0,1017429.0,1030498.0,0.016591398341095846,0.3227930362212265,No,151,392,JPN,0,Japan,JPN,2026,1,Eastern Asia,Japan,Very High HDI,0,0,High income,0,0,986,0.45717571126525464,2.10777439545781,7.967480139924466,123753054.0,119584130.0,112158313.0,105123177.0,20,15.134931764544927,880,708,300.0,22308.0,467492.0,475534.0,476125.0,467792.0,168864.0,180870.0,188643.0,191172.0,0.0006417222112891772,0.13210631040363843,474.4340770791075,5.80908219018664e-05,0,0,126,WPRO
41503.0,59100.0,69534.0,85765.0,100603.0,32607.0,38702.0,47964.0,56332.0,0.7022504230118444,0.8167932696234583,No,20,398,KAZ,0,Kazakhstan,KAZ,2026,1,Central Asia,Kazakhstan,Very High HDI,0,0,Upper middle income,17,0,51,0.5069431329085614,2.0828228375398186,2.4766203397835698,20592579.0,22003202.0,24246833.0,26544271.0,0,10.618312505104958,26,26,10041.0,5396.0,14445.0,16981.0,20868.0,24486.0,7510.0,8905.0,10988.0,12906.0,0.6951194184839045,0.718508655126498,480.11764705882354,0.0019442998090554685,0,0,122,EURO
38436.0,19803.0,25623.0,39759.0,58239.0,9503.0,12585.0,20009.0,29642.0,1.9409180427208,0.06766357669666419,No,1,400,JOR,0,Jordan,JOR,2025,1,Western Asia,Jordan,High HDI,0,1,Upper middle income,0,0,23,0.3949243633990968,1.5562622640232762,1.9908448834074677,11552884.0,12448785.0,14471307.0,16367363.0,0,3.3831788348332092,6,5,9961.0,4418.0,4818.0,6305.0,9935.0,14779.0,2052.0,2728.0,4354.0,6470.0,2.067455375674554,2.1530214424951266,642.5652173913044,0.0019288089232149708,0,0,99,EMRO
96554.0,71295.0,87660.0,123238.0,167849.0,45657.0,56500.0,80481.0,111130.0,1.354288519531524,0.11567826019896661,No,6,404,KEN,0,Kenya,KEN,2026,1,Eastern Africa,Kenya,Medium HDI,1,1,Lower middle income,0,1,18,0.1072392447974072,0.34703478059689985,0.3189625692817711,56432954.0,63102257.0,74108872.0,83593248.0,0,1.9279710033161102,10,10,30493.0,20027.0,21375.0,26497.0,37728.0,51868.0,13593.0,16904.0,24236.0,33620.0,1.4265730994152046,1.4733318619877878,2881.5555555555557,0.0059045447741787075,0,0,31,AFRO
