country_iso3,country,who_region,income_label,gco2022_selected_cases_2022,gco2022_selected_cases_2050,gco2022_selected_growth_2022_2050,gco2022_growth_percentile,gco2022_mv_per_1000_selected_cases_2050,selected_site_cases_2024,selected_site_cases_2050,selected_site_relative_case_growth_2050,gco2024_growth_percentile_common,mv_units_per_1000_selected_site_cases_2050,gco2022_screen_positive,current_screen_positive,burden_version_transition
BRN,Brunei Darussalam,WPRO,High income,426.0,925.0,1.1713615023474178,67.78523489932886,2.1621621621621623,399.0,799.0,1.0025062656641603,65.77181208053692,2.503128911138924,False,False,Not screen-positive in either version
BWA,Botswana,AFRO,Upper middle income,1273.0,2956.0,1.3220738413197173,73.8255033557047,1.0148849797023005,1658.0,3902.0,1.353437876960193,81.87919463087249,0.7688364941055869,False,False,Not screen-positive in either version
CAN,Canada,PAHO,High income,126093.0,188832.0,0.4975613237848255,32.88590604026846,1.5675309269615318,127868.0,179388.0,0.4029155066161979,33.557046979865774,1.6500546301870804,False,False,Not screen-positive in either version
CHE,Switzerland,EURO,High income,26062.0,37685.0,0.4459749827334817,31.543624161073826,2.2555393392596526,26122.0,35332.0,0.3525763724064007,30.201342281879196,2.405751160421148,False,False,Not screen-positive in either version
CHL,Chile,PAHO,High income,26309.0,51156.0,0.9444296628530161,60.40268456375839,0.8796622097114708,24818.0,51297.0,1.066927230236119,69.79865771812081,0.8772442832914206,False,False,Not screen-positive in either version
CHN,China,WPRO,Upper middle income,2319844.0,3601228.0,0.5523578309575988,37.58389261744966,0.8141667231288883,2465982.0,3631817.0,0.4727670356069103,36.91275167785235,0.8073093991244603,False,False,Not screen-positive in either version
COL,Colombia,PAHO,Upper middle income,56046.0,108519.0,0.9362487956321593,59.06040268456376,0.9030676655700846,56862.0,133374.0,1.345573493721642,81.20805369127517,0.7347758933525275,False,False,Not screen-positive in either version
CRI,Costa Rica,PAHO,Upper middle income,5231.0,10303.0,0.9696042821640222,61.74496644295302,1.1647093079685529,5361.0,9355.0,0.7450102592799851,52.348993288590606,1.282736504543025,False,False,Not screen-positive in either version
CUB,Cuba,PAHO,Upper middle income,29607.0,38305.0,0.29378187590772453,24.832214765100673,0.5221250489492233,29606.0,40187.0,0.3573937715327974,30.87248322147651,0.4976733769626993,False,False,Not screen-positive in either version
CYP,Cyprus,EURO,High income,3156.0,5689.0,0.8025982256020279,50.33557046979866,1.7577781683951486,3168.0,5356.0,0.6906565656565656,49.664429530201346,1.8670649738610905,False,False,Not screen-positive in either version
CZE,Czechia,EURO,High income,31167.0,35505.0,0.13918567715853306,10.738255033557047,1.8870581608224193,30896.0,35529.0,0.1499546866908337,17.449664429530202,1.8857834445101185,False,False,Not screen-positive in either version
DEU,Germany,EURO,High income,278175.0,329669.0,0.18511368742697942,16.10738255033557,2.1931088455390104,268177.0,289124.0,0.0781088609388575,11.409395973154362,2.5006571574826024,False,False,Not screen-positive in either version
