all_cancer_absolute_case_increase_2050,all_cancer_cases_2024,all_cancer_cases_2030,all_cancer_cases_2040,all_cancer_cases_2050,all_cancer_deaths_2024,all_cancer_deaths_2030,all_cancer_deaths_2040,all_cancer_deaths_2050,all_cancer_relative_case_growth_2050,brachy_units_per_1000_selected_site_cases_2050,brachytherapy_flag,brachytherapy_units,country_code,country_iso3,ct_units,dirac_country,dirac_iso3,dirac_last_update_year,dirac_matched,dirac_region,gco_country,hdi_label,meets_both_thresholds,high_growth_q75,income_label,kv_therapy_units,lower_quartile_unit_density,mv_therapy_units,mv_units_per_1000_all_cancer_cases_2050,mv_units_per_1000_selected_site_cases_2050,mv_units_per_million_population_2024,population_2024,population_2030,population_2040,population_2050,proton_ion_units,rt_centres_per_10000_selected_site_cases_2050,rt_centres_total,rt_centres_with_rt,selected_site_case_increase_2050,selected_site_death_increase_2050,selected_site_cases_2024,selected_site_cases_2030,selected_site_cases_2040,selected_site_cases_2050,selected_site_deaths_2024,selected_site_deaths_2030,selected_site_deaths_2040,selected_site_deaths_2050,selected_site_relative_case_growth_2050,selected_site_relative_death_growth_2050,selected_site_cases_per_mv_unit_2050,share_global_selected_site_case_increment,simulators,treatment_planning_systems,unit_pressure_rank,who_region,country_display,gco2022_selected_cases_2022,gco2022_selected_cases_2025,gco2022_selected_cases_2040,gco2022_selected_cases_2050,gco2022_selected_growth_2022_2050,gco2022_selected_growth_2025_2050,gco2024_selected_cases_2024,gco2024_selected_cases_2025,gco2024_selected_cases_2040,gco2024_selected_cases_2050,gco2024_selected_growth_2024_2050,gco2024_selected_growth_2025_2050,gco2022_mv_per_1000_selected_cases_2050,gco2022_high_growth_q75,gco2022_lower_density_q25,gco2022_screen_positive,gco2022_growth_percentile,gco2024_growth_percentile_common,current_screen_positive,burden_version_transition,gco2024_mv_per_1000_selected_cases_2050,gco2022_common_year_screen_positive,gco2024_common_year_screen_positive,gco2022_common_year_growth_percentile,gco2024_common_year_growth_percentile,common_year_burden_version_transition,mv_units_per_1000_selected_cases_2024,screen_positive_2024_density,screen_positive_q80_q20,support_baseline_density,support_strict_q80_q20,support_all_cancer_burden,support_2040_horizon,support_rt_centres_metric,support_mortality_growth,support_excluding_small_baseline_burden,sensitivity_support_count_7,recent_dirac_record,recent_record_screen_positive
2212.0,1742.0,2164.0,3018.0,3954.0,842.0,1044.0,1490.0,2028.0,1.269804822043628,,,,90,SLB,,,,,0,,Solomon Islands,Medium HDI,0,1,Lower middle income,,0,,,,,819207.0,938357.0,1135464.0,1309117.0,,,,,591.0,273.0,430.0,541.0,768.0,1021.0,185.0,230.0,333.0,458.0,1.3744186046511628,1.4756756756756757,,0.0001144389191466,,,,WPRO,Solomon Islands,381.0,413.0,655.0,862.0,1.26246719160105,1.0871670702179177,430,447,768,1021,1.3744186046511628,1.284116331096197,,False,False,False,,,False,Not comparable,,False,False,,,Not comparable,,False,False,False,False,False,False,False,False,False,0,False,False
1778.0,1686.0,2079.0,2789.0,3464.0,943.0,1200.0,1682.0,2150.0,1.0545670225385528,1.2515644555694618,No,1.0,96,BRN,0.0,Brunei Darussalam,BRN,2025.0,1,South-Eastern Asia,Brunei Darussalam,Very High HDI,0,0,High income,0.0,0,2.0,0.5773672055427251,2.503128911138924,4.322156237303666,462732.0,482458.0,505984.0,519559.0,0.0,12.515644555694616,1.0,1.0,400.0,256.0,399.0,490.0,647.0,799.0,211.0,266.0,367.0,467.0,1.0025062656641603,1.2132701421800949,399.5,7.745442920248854e-05,0.0,0.0,139.0,WPRO,Brunei Darussalam,426.0,475.0,766.0,925.0,1.1713615023474178,0.9473684210526315,399,414,647,799,1.0025062656641603,0.9299516908212561,2.1621621621621623,False,False,False,67.78523489932886,65.77181208053692,False,Not screen-positive in either version,2.5031289111389237,False,False,67.78523489932886,65.1006711409396,Not screen-positive in either version,5.012531328320802,False,False,False,False,False,False,False,False,False,0,True,False
-2497.0,62540.0,62740.0,62041.0,60043.0,38539.0,39333.0,39860.0,39657.0,-0.0399264470738727,0.6972174684667554,No,11.0,100,BGR,0.0,Bulgaria,BGR,2025.0,1,Eastern Europe,Bulgaria,High HDI,0,0,Upper middle income,5.0,0,48.0,0.799427077261296,3.042403498764024,7.103011573321503,6757697.0,6458252.0,5907739.0,5402224.0,0.0,15.845851556062623,25.0,25.0,-874.0,272.0,16651.0,16650.0,16397.0,15777.0,9393.0,9576.0,9711.0,9665.0,-0.0524893399795808,0.0289577344831257,328.6875,-0.0001692379278074,0.0,0.0,146.0,EURO,Bulgaria,16613.0,16436.0,16401.0,15783.0,-0.04996087401432613,-0.03972986128011682,16651,16670,16397,15777,-0.05248933997958081,-0.05356928614277145,3.0412469112336056,False,False,False,3.3557046979865772,3.3557046979865772,False,Not screen-positive in either version,3.0424034987640236,False,False,2.684563758389262,3.3557046979865772,Not screen-positive in either version,2.8827097471623326,False,False,False,False,False,False,False,False,False,0,True,False
79610.0,148801.0,169639.0,201976.0,228411.0,106603.0,122757.0,148354.0,169738.0,0.5350098453639425,0.1125058261945708,No,7.0,104,MMR,0.0,Myanmar,MMR,2025.0,1,South-Eastern Asia,Myanmar,Medium HDI,0,0,Lower middle income,0.0,1,23.0,0.1006956757774363,0.3696620003535897,0.4220175742796802,54500100.0,56351040.0,58169869.0,58623239.0,0.0,1.4465034796444816,9.0,9.0,22753.0,17553.0,39466.0,45367.0,54589.0,62219.0,27725.0,32159.0,39260.0,45278.0,0.5765215628642376,0.6331109107303877,2705.1739130434785,0.0044058015691105,0.0,0.0,34.0,SEARO,Myanmar,39397.0,42083.0,55851.0,63096.0,0.6015432647155875,0.49932276691300526,39466,40451,54589,62219,0.5765215628642376,0.5381325554374429,0.3645239000887536,False,True,False,41.61073825503356,42.95302013422819,False,Not screen-positive in either version,0.36966200035358976,False,False,40.939597315436245,42.95302013422819,Not screen-positive in either version,0.5827801145289616,False,False,False,False,False,False,False,False,False,0,True,False
24930.0,15880.0,19742.0,28745.0,40810.0,9965.0,12528.0,18564.0,26581.0,1.5698992443324935,,,,108,BDI,,,,,0,,Burundi,Low HDI,0,1,Low income,,0,,,,,14047794.0,16182029.0,20131330.0,24131728.0,,,,,7233.0,4682.0,4308.0,5383.0,7977.0,11541.0,2693.0,3399.0,5086.0,7375.0,1.6789693593314765,1.7385815076123283,,0.0014005697160539,,,,AFRO,Burundi,4335.0,4888.0,8925.0,13203.0,2.045674740484429,1.7011047463175122,4308,4466,7977,11541,1.6789693593314763,1.584191670398567,,False,False,False,,,False,Not comparable,,False,False,,,Not comparable,,False,False,False,False,False,False,False,False,False,0,False,False
9418.0,91507.0,96027.0,99947.0,100925.0,45559.0,48604.0,52767.0,54520.0,0.1029210880041964,0.6681076832383572,No,17.0,112,BLR,0.0,Belarus,BLR,2024.0,1,Eastern Europe,Belarus,Very High HDI,0,0,Upper middle income,11.0,0,35.0,0.3467921724052514,1.375515818431912,3.864541419161192,9056702.0,8687641.0,8064474.0,7453553.0,0.0,5.109058754175673,13.0,13.0,2181.0,1767.0,23264.0,24343.0,25162.0,25445.0,10297.0,10922.0,11705.0,12064.0,0.09375,0.1716033796251335,727.0,0.0004223202752265,0.0,0.0,91.0,EURO,Belarus,22917.0,24601.0,26219.0,26938.0,0.17545926604703932,0.094996138368359,23264,23475,25162,25445,0.09375,0.08391906283280086,1.2992798277526172,False,False,False,15.436241610738255,12.751677852348994,False,Not screen-positive in either version,1.375515818431912,False,False,8.053691275167784,13.422818791946309,Not screen-positive in either version,1.5044704264099038,False,False,False,False,False,False,False,False,False,0,True,False
36811.0,43886.0,51712.0,65976.0,80697.0,29820.0,35534.0,46259.0,57386.0,0.8387868568564006,0.0573427375422902,No,1.0,116,KHM,0.0,Cambodia,KHM,2024.0,1,South-Eastern Asia,Cambodia,Medium HDI,0,0,Lower middle income,0.0,1,3.0,0.0371761032008624,0.1720282126268708,0.1700794911856587,17638811.0,18827398.0,20540693.0,21931464.0,0.0,1.720282126268708,3.0,3.0,7880.0,5675.0,9559.0,11259.0,14355.0,17439.0,6375.0,7570.0,9808.0,12050.0,0.8243540119259337,0.8901960784313725,5813.0,0.001525852255289,0.0,0.0,25.0,WPRO,Cambodia,8477.0,10138.0,15431.0,18494.0,1.1816680429397193,0.8242256855395541,9559,9832,14355,17439,0.8243540119259337,0.7736981285598047,0.1622147723586028,False,True,False,70.46979865771812,57.71812080536913,False,Not screen-positive in either version,0.17202821262687082,False,False,57.71812080536913,57.71812080536913,Not screen-positive in either version,0.3138403598702793,False,False,False,False,False,False,False,False,False,0,True,False
47743.0,31762.0,39447.0,56687.0,79505.0,19313.0,24123.0,35116.0,49798.0,1.5031484163465776,0.0,No,0.0,120,CMR,0.0,Cameroon,CMR,2023.0,1,Middle Africa,Cameroon,Medium HDI,1,1,Lower middle income,0.0,1,2.0,0.0251556505880133,0.0873133676765912,0.0686724681396659,29123753.0,33777197.0,42208014.0,51096329.0,0.0,0.8731336767659129,3.0,2.0,14122.0,8616.0,8784.0,11001.0,16064.0,22906.0,5181.0,6510.0,9597.0,13797.0,1.607695810564663,1.6629994209612045,11453.0,0.0027345286229938,0.0,0.0,11.0,AFRO,Cameroon,10801.0,11853.0,20554.0,28893.0,1.6750300898064994,1.4376107314603899,8784,9115,16064,22906,1.607695810564663,1.5130005485463522,0.06922091856158931,True,True,True,87.24832214765101,95.30201342281879,True,Retained,0.08731336767659129,True,True,89.26174496644296,95.30201342281879,Retained,0.22768670309653916,True,True,True,True,True,True,True,True,True,7,True,True
246707.0,543719.0,618026.0,721688.0,790426.0,183260.0,216611.0,270845.0,305931.0,0.4537398913777153,0.2898744620598925,No,52.0,124,CAN,0.0,Canada,CAN,2026.0,1,Northern America,Canada,Very High HDI,0,0,High income,14.0,0,296.0,0.3744816086515373,1.6500546301870804,7.447957772494984,39742438.0,41655600.0,43951427.0,45621892.0,0.0,2.8987446205989253,72.0,52.0,51520.0,29506.0,127868.0,144094.0,165012.0,179388.0,45652.0,53804.0,66688.0,75158.0,0.4029155066161979,0.6463243669499693,606.0405405405405,0.0099761304812805,0.0,0.0,103.0,PAHO,Canada,126093.0,135339.0,172729.0,188832.0,0.4975613237848255,0.3952519229490391,127868,130731,165012,179388,0.40291550661619796,0.37219175253000436,1.5675309269615318,False,False,False,32.88590604026846,33.557046979865774,False,Not screen-positive in either version,1.6500546301870804,False,False,32.88590604026846,33.557046979865774,Not screen-positive in either version,2.3148872274533114,False,False,False,False,False,False,False,False,False,0,True,False
1047.0,893.0,1088.0,1458.0,1940.0,636.0,776.0,1054.0,1416.0,1.1724524076147815,,,,132,CPV,,,,,0,,Cape Verde,Medium HDI,0,1,Lower middle income,,0,,,,,524886.0,538625.0,557384.0,566144.0,,,,,341.0,237.0,281.0,343.0,468.0,622.0,191.0,232.0,320.0,428.0,1.2135231316725978,1.2408376963350785,,6.602990089512147e-05,,,,AFRO,Cape Verde,265.0,309.0,555.0,751.0,1.8339622641509434,1.4304207119741101,281,290,468,622,1.2135231316725978,1.1448275862068966,,False,False,False,,,False,Not comparable,,False,False,,,Not comparable,,False,False,False,False,False,False,False,False,False,0,False,False
6987.0,5245.0,6217.0,8394.0,12232.0,3390.0,3978.0,5297.0,7788.0,1.3321258341277409,,,,140,CAF,,,,,0,,Central African Republic,Low HDI,0,1,Low income,,0,,,,,5330700.0,6478255.0,8526465.0,10616762.0,,,,,1866.0,1049.0,1380.0,1649.0,2241.0,3246.0,809.0,957.0,1282.0,1858.0,1.3521739130434782,1.2966625463535228,,0.0003613249122296,,,,AFRO,Central African Republic,1390.0,1476.0,2319.0,3326.0,1.3928057553956834,1.2533875338753389,1380,1421,2241,3246,1.3521739130434782,1.2843068261787474,,False,False,False,,,False,Not comparable,,False,False,,,Not comparable,,False,False,False,False,False,False,False,False,False,0,False,False
39983.0,86531.0,97279.0,112932.0,126514.0,54269.0,61450.0,72034.0,81217.0,0.462065618102183,0.1218249375647195,No,4.0,144,LKA,0.0,Sri Lanka,LKA,2026.0,1,Southern Asia,Sri Lanka,High HDI,0,0,Lower middle income,0.0,0,29.0,0.2292236432331599,0.8832307973442164,1.255216995638121,23103575.0,23767961.0,24526709.0,24813699.0,0.0,2.741061095206189,9.0,9.0,10523.0,6534.0,22311.0,25164.0,29254.0,32834.0,13568.0,15335.0,17888.0,20102.0,0.4716507552328448,0.4815742924528302,1132.2068965517242,0.0020376323962444,0.0,0.0,62.0,SEARO,Sri Lanka,17519.0,18211.0,23477.0,25978.0,0.4828471944745705,0.42650046675086484,22311,22809,29254,32834,0.4716507552328448,0.4395194879214345,1.1163292016321502,False,False,False,32.21476510067114,36.241610738255034,False,Not screen-positive in either version,0.8832307973442164,False,False,36.91275167785235,36.241610738255034,Not screen-positive in either version,1.2998072699565237,False,False,False,False,False,False,False,False,False,0,True,False
56509.0,37141.0,46337.0,66789.0,93650.0,24057.0,30056.0,43413.0,61386.0,1.5214722274575267,,,,148,TCD,,,,,0,,Chad,Low HDI,0,1,Low income,,0,,,,,20299132.0,24207487.0,31307351.0,38857697.0,,,,,16911.0,9720.0,10692.0,13395.0,19497.0,27603.0,6013.0,7543.0,11009.0,15733.0,1.5816498316498318,1.616497588558124,,0.0032745796306082,,,,AFRO,Chad,5413.0,5886.0,10270.0,14466.0,1.672455200443377,1.4576962283384303,10692,11153,19497,27603,1.5816498316498318,1.4749394781673093,,False,False,False,,,False,Not comparable,,False,False,,,Not comparable,,False,False,False,False,False,False,False,False,False,0,False,False
112176.0,117861.0,141564.0,186784.0,230037.0,62678.0,75642.0,100061.0,123297.0,0.9517652149566014,0.1559545392518081,No,8.0,152,CHL,0.0,Chile,CHL,2025.0,1,South America,Chile,Very High HDI,0,0,High income,0.0,0,45.0,0.1956207044953637,0.8772442832914206,2.276777061177657,19764781.0,20233191.0,20542112.0,20320318.0,0.0,4.678636177554243,24.0,24.0,26479.0,12391.0,24818.0,30193.0,40843.0,51297.0,12069.0,14659.0,19634.0,24460.0,1.066927230236119,1.0266799237716464,1139.9333333333334,0.0051272895771317,0.0,0.0,60.0,PAHO,Chile,26309.0,29156.0,42719.0,51156.0,0.9444296628530161,0.754561668267252,24818,25640,40843,51297,1.066927230236119,1.0006630265210608,0.8796622097114708,False,False,False,60.40268456375839,69.79865771812081,False,Not screen-positive in either version,0.8772442832914206,False,False,55.033557046979865,69.12751677852349,Not screen-positive in either version,1.8132000967040052,False,False,False,False,False,False,False,False,False,0,True,False
4377300.0,10247467.0,11586341.0,13553528.0,14624767.0,5150219.0,6023550.0,7776415.0,9112578.0,0.4271592189562552,0.0707634773448111,No,257.0,156,CHN,0.0,China,CHN,2026.0,1,Eastern Asia,China,High HDI,0,0,Upper middle income,124.0,0,2932.0,0.2004818264796971,0.8073093991244603,2.0867453033574703,1405058871.0,1428723164.0,1371597260.0,1286483182.0,15.0,4.474344384642729,1666.0,1625.0,1165835.0,1006562.0,2465982.0,2814453.0,3336649.0,3631817.0,1279831.0,1498820.0,1944850.0,2286393.0,0.4727670356069103,0.7864804024906413,1238.6824693042292,0.225747711173208,0.0,0.0,51.0,WPRO,China,2319844.0,2470060.0,3306024.0,3601228.0,0.5523578309575988,0.4579516287053756,2465982,2503677,3336649,3631817,0.47276703560691036,0.4505932674222753,0.8141667231288883,False,False,False,37.58389261744966,36.91275167785235,False,Not screen-positive in either version,0.8073093991244603,False,False,37.58389261744966,36.91275167785235,Not screen-positive in either version,1.1889786705661274,False,False,False,False,False,False,False,False,False,0,True,False
272401.0,242825.0,299542.0,405496.0,515226.0,111321.0,142310.0,203234.0,265507.0,1.1217996499536704,0.2249313959242431,No,30.0,170,COL,0.0,Colombia,COL,2026.0,1,South America,Colombia,High HDI,0,1,Upper middle income,0.0,0,98.0,0.1902077923086179,0.7347758933525275,1.853029288791854,52886374.0,55736483.0,58576454.0,59385368.0,0.0,4.423650786510114,61.0,59.0,76512.0,32965.0,56862.0,71575.0,100714.0,133374.0,22514.0,28993.0,41947.0,55479.0,1.345573493721642,1.464200053300169,1360.9591836734694,0.014815483217852,0.0,0.0,49.0,PAHO,Colombia,56046.0,59270.0,89724.0,108519.0,0.9362487956321593,0.8309262696136326,56862,59128,100714,133374,1.345573493721642,1.25568258693005,0.9030676655700846,False,False,False,59.06040268456376,81.20805369127517,False,Not screen-positive in either version,0.7347758933525275,False,False,58.38926174496645,79.86577181208054,Not screen-positive in either version,1.7234708592733283,False,False,False,False,False,False,False,False,False,0,True,False
1024.0,1141.0,1317.0,1702.0,2165.0,698.0,812.0,1066.0,1374.0,0.8974583698510079,,,,174,COM,,,,,0,,Comoros,Medium HDI,0,0,Lower middle income,,0,,,,,866638.0,964270.0,1133787.0,1307567.0,,,,,313.0,209.0,325.0,378.0,494.0,638.0,210.0,245.0,322.0,419.0,0.963076923076923,0.9952380952380953,,6.060809085094728e-05,,,,AFRO,Comoros,396.0,458.0,719.0,946.0,1.3888888888888888,1.0655021834061136,325,332,494,638,0.963076923076923,0.9216867469879518,,False,False,False,,,False,Not comparable,,False,False,,,Not comparable,,False,False,False,False,False,False,False,False,False,0,False,False
9330.0,7121.0,8885.0,12344.0,16451.0,4519.0,5681.0,7967.0,10640.0,1.3102092402752423,,,,178,COG,,,,,0,,"Congo, Republic of",Medium HDI,0,1,Lower middle income,,0,,,,,6332969.0,7282275.0,9083978.0,11006481.0,,,,,2809.0,1723.0,2035.0,2558.0,3594.0,4844.0,1214.0,1538.0,2177.0,2937.0,1.3803439803439803,1.4192751235584844,,0.0005439237290744,,,,AFRO,"Congo, Republic of",1532.0,1751.0,2979.0,4030.0,1.6305483028720626,1.3015419760137064,2035,2117,3594,4844,1.3803439803439803,1.28814359943316,,False,False,False,,,False,Not comparable,,False,False,,,Not comparable,,False,False,False,False,False,False,False,False,False,0,False,False
188114.0,138605.0,168318.0,233243.0,326719.0,88321.0,107062.0,148281.0,208497.0,1.3571949063886584,0.0,No,0.0,180,COD,0.0,Democratic Republic of the Congo,COD,2021.0,1,Middle Africa,"Congo, Democratic Republic of",Low HDI,1,1,Low income,0.0,1,1.0,0.0030607341476926,0.0108794986727011,0.0091511174539336,109276272.0,131532209.0,172595588.0,218246079.0,0.0,0.1087949867270116,1.0,1.0,53469.0,32615.0,38447.0,46776.0,65134.0,91916.0,23584.0,28638.0,39784.0,56199.0,1.3907196920435925,1.382929104477612,91916.0,0.0103535271875696,0.0,0.0,1.0,AFRO,Democratic Republic of the Congo,29343.0,32255.0,53991.0,76751.0,1.6156493882697747,1.379507053170051,38447,39724,65134,91916,1.3907196920435925,1.3138656731446985,0.01302914620004951,True,True,True,84.56375838926175,84.56375838926175,True,Retained,0.010879498672701162,True,True,84.56375838926175,85.90604026845638,Retained,0.026009831716388796,True,True,True,True,True,True,True,True,True,7,False,False
20001.0,25587.0,30315.0,38332.0,45588.0,12121.0,14930.0,20330.0,25749.0,0.7816860124281861,0.1068947087119187,No,1.0,188,CRI,0.0,Costa Rica,CRI,2026.0,1,Central America,Costa Rica,Very High HDI,0,0,Upper middle income,1.0,0,12.0,0.2632271650434324,1.282736504543025,2.3392173095843,5129921.0,5251506.0,5369813.0,5354161.0,0.0,5.344735435595938,7.0,5.0,3994.0,2584.0,5361.0,6342.0,7927.0,9355.0,2128.0,2643.0,3657.0,4712.0,0.7450102592799851,1.2142857142857142,779.5833333333334,0.0007733824755868,0.0,0.0,83.0,PAHO,Costa Rica,5231.0,5601.0,8461.0,10303.0,0.9696042821640222,0.8394929476879128,5361,5522,7927,9355,0.7450102592799851,0.6941325606664253,1.1647093079685529,False,False,False,61.74496644295302,52.348993288590606,False,Not screen-positive in either version,1.282736504543025,False,False,59.06040268456376,51.67785234899329,Not screen-positive in either version,2.238388360380526,False,False,False,False,False,False,False,False,False,0,True,False
729.0,53650.0,54711.0,55650.0,54379.0,27007.0,28276.0,30462.0,30878.0,0.0135880708294501,0.5308258133009782,No,7.0,191,HRV,0.0,Croatia,HRV,2026.0,1,Southern Europe,Croatia,Very High HDI,0,0,High income,0.0,0,36.0,0.6620202651758951,2.729961325547888,9.28951948670244,3875335.0,3725779.0,3488316.0,3234168.0,0.0,7.583225904299689,10.0,10.0,-45.0,730.0,13232.0,13466.0,13577.0,13187.0,6198.0,6463.0,6879.0,6928.0,-0.0034008464328899,0.1177799290093578,366.30555555555554,-8.71362328527996e-06,0.0,0.0,143.0,EURO,Croatia,13831.0,14098.0,14631.0,14540.0,0.05126165859301569,0.031351964817704636,13232,13267,13577,13187,-0.003400846432889964,-0.006029999246250094,2.4759284731774414,False,False,False,7.38255033557047,4.697986577181208,False,Not screen-positive in either version,2.729961325547888,False,False,6.7114093959731544,4.697986577181208,Not screen-positive in either version,2.7206771463119708,False,False,False,False,False,False,False,False,False,0,True,False
37269.0,96919.0,107779.0,124452.0,134188.0,55797.0,62916.0,74147.0,82270.0,0.3845376035658643,0.1493020130888098,No,6.0,192,CUB,0.0,Cuba,CUB,2026.0,1,Caribbean,Cuba,High HDI,0,0,Upper middle income,7.0,1,20.0,0.1490446239604137,0.4976733769626993,1.8215284627483768,10979790.0,10700834.0,10125846.0,9382008.0,0.0,2.2395301963321472,9.0,9.0,10581.0,8465.0,29606.0,32984.0,37869.0,40187.0,17310.0,19581.0,23132.0,25775.0,0.3573937715327974,0.4890236857307914,2009.35,0.0020488632884788,0.0,0.0,37.0,PAHO,Cuba,29607.0,30207.0,36953.0,38305.0,0.29378187590772453,0.26808355679147217,29606,30152,37869,40187,0.3573937715327974,0.3328137436985938,0.5221250489492233,False,False,False,24.832214765100673,30.87248322147651,False,Not screen-positive in either version,0.49767337696269937,False,False,24.161073825503358,30.87248322147651,Not screen-positive in either version,0.6755387421468622,False,False,False,False,False,False,False,False,False,0,True,False
7702.0,12030.0,13732.0,16750.0,19732.0,5340.0,6317.0,8324.0,10540.0,0.6402327514546966,0.5601194921583271,No,3.0,196,CYP,0.0,Cyprus,CYP,2025.0,1,Western Asia,Cyprus,Very High HDI,0,0,High income,1.0,0,10.0,0.5067909993918508,1.8670649738610905,7.362181797299994,1358293.0,1422327.0,1484855.0,1508489.0,0.0,3.734129947722181,2.0,2.0,2188.0,1204.0,3168.0,3641.0,4487.0,5356.0,1245.0,1471.0,1934.0,2449.0,0.6906565656565656,0.9670682730923694,535.6,0.0004236757277376,0.0,0.0,111.0,EURO,Cyprus,3156.0,3493.0,4786.0,5689.0,0.8025982256020279,0.6286859433152018,3168,3241,4487,5356,0.6906565656565656,0.6525763653193459,1.7577781683951486,False,False,False,50.33557046979866,49.664429530201346,False,Not screen-positive in either version,1.8670649738610903,False,False,46.97986577181208,50.33557046979866,Not screen-positive in either version,3.1565656565656566,False,False,False,False,False,False,False,False,False,0,True,False
22863.0,126139.0,133781.0,143766.0,149002.0,57459.0,63406.0,70584.0,76487.0,0.1812524278771831,0.4503363449576402,No,16.0,203,CZE,0.0,Czech Republic,CZE,2021.0,1,Eastern Europe,Czechia,Very High HDI,0,0,High income,30.0,0,67.0,0.4496583938470624,1.8857834445101185,6.240762274647937,10735868.0,10425098.0,10107233.0,9825552.0,1.0,10.132567761546904,38.0,36.0,4633.0,4126.0,30896.0,32479.0,34705.0,35529.0,12838.0,14088.0,15661.0,16964.0,0.1499546866908337,0.3213896245521109,530.2835820895523,0.0008971159262378,0.0,0.0,113.0,EURO,Czechia,31167.0,30994.0,34136.0,35505.0,0.13918567715853306,0.14554429889656062,30896,31124,34705,35529,0.14995468669083376,0.1415306515871996,1.8870581608224193,False,False,False,10.738255033557047,17.449664429530202,False,Not screen-positive in either version,1.8857834445101185,False,False,14.093959731543624,17.449664429530202,Not screen-positive in either version,2.1685655100983947,False,False,False,False,False,False,False,False,False,0,False,False
24248.0,18289.0,22375.0,31055.0,42537.0,11611.0,14233.0,19883.0,27396.0,1.3258242659522117,,,,204,BEN,,,,,0,,Benin,Low HDI,0,1,Lower middle income,,0,,,,,14462734.0,16618832.0,20445769.0,24433817.0,,,,,7745.0,4665.0,5615.0,6905.0,9660.0,13360.0,3317.0,4085.0,5744.0,7982.0,1.379341050756901,1.406391317455532,,0.0014997113854331,,,,AFRO,Benin,3936.0,4392.0,7370.0,10224.0,1.5975609756097562,1.3278688524590163,5615,5811,9660,13360,1.379341050756901,1.2990879366718293,,False,False,False,,,False,Not comparable,,False,False,,,Not comparable,,False,False,False,False,False,False,False,False,False,0,False,False
18279.0,87817.0,94586.0,101745.0,106096.0,35360.0,40203.0,45398.0,49648.0,0.2081487639067606,0.3103541917213019,No,8.0,208,DNK,0.0,Denmark,DNK,2020.0,1,Northern Europe,Denmark,Very High HDI,0,0,High income,8.0,0,55.0,0.5183984316091087,2.1336850680839508,9.201294203853836,5977420.0,6082003.0,6134669.0,6124847.0,1.0,3.103541917213019,8.0,8.0,3922.0,3449.0,21855.0,23377.0,24947.0,25777.0,8654.0,9834.0,11082.0,12103.0,0.1794555021734157,0.3985440258839843,468.6727272727273,0.0007594406783304,0.0,0.0,127.0,EURO,Denmark,21793.0,22828.0,25858.0,27190.0,0.2476483274445923,0.1910811284387594,21855,22144,24947,25777,0.1794555021734157,0.1640625,2.0228025009194557,False,False,False,20.80536912751678,20.13422818791946,False,Not screen-positive in either version,2.1336850680839508,False,False,20.13422818791946,20.13422818791946,Not screen-positive in either version,2.516586593456875,False,False,False,False,False,False,False,False,False,0,False,False
41716.0,41600.0,50629.0,67304.0,83316.0,22933.0,27996.0,37277.0,46275.0,1.0027884615384617,0.2316334015365015,No,6.0,214,DOM,0.0,Dominican Republic,DOM,2025.0,1,Caribbean,Dominican Republic,High HDI,0,0,Upper middle income,0.0,0,21.0,0.2520524269047962,0.8107169053777554,1.8376616682852676,11427566.0,11938862.0,12579330.0,12996300.0,0.0,4.632668030730032,12.0,12.0,13550.0,6903.0,12353.0,15244.0,20668.0,25903.0,6427.0,7905.0,10655.0,13330.0,1.0968995385736258,1.0740625486229969,1233.4761904761904,0.0026237687892342,0.0,0.0,52.0,PAHO,Dominican Republic,12575.0,13381.0,19418.0,23487.0,0.8677534791252485,0.7552499813167924,12353,12801,20668,25903,1.0968995385736258,1.0235137879853136,0.8941116362242942,False,False,False,53.02013422818792,71.14093959731544,False,Not screen-positive in either version,0.8107169053777554,False,False,55.70469798657718,70.46979865771812,Not screen-positive in either version,1.6999919048004533,False,False,False,False,False,False,False,False,False,0,True,False
71585.0,61080.0,74258.0,100963.0,132665.0,31220.0,38582.0,54027.0,72997.0,1.1719875573018992,0.1795783500341199,No,5.0,218,ECU,0.0,Ecuador,ECU,2025.0,1,South America,Ecuador,High HDI,0,0,Upper middle income,0.0,0,38.0,0.2864357592432066,1.364795460259311,2.0953396063022303,18135485.0,19069730.0,20434229.0,21337247.0,0.0,4.309880400818877,15.0,12.0,14987.0,7981.0,12856.0,15656.0,21267.0,27843.0,5696.0,7079.0,10014.0,13677.0,1.1657591785936527,1.4011587078651686,732.7105263157895,0.0029020238261442,0.0,0.0,90.0,PAHO,Ecuador,13386.0,14318.0,22665.0,29246.0,1.1848199611534438,1.042603715602738,12856,13288,21267,27843,1.1657591785936527,1.0953491872366043,1.2993229843397387,False,False,False,71.14093959731544,73.8255033557047,False,Not screen-positive in either version,1.364795460259311,False,False,72.48322147651007,73.8255033557047,Not screen-positive in either version,2.955818294959552,False,False,False,False,False,False,False,False,False,0,True,False
