country_iso3,country,who_region,income_label,gco2022_selected_cases_2025,gco2022_selected_cases_2050,gco2022_selected_growth_2025_2050,gco2022_common_year_growth_percentile,gco2022_mv_per_1000_selected_cases_2050,gco2024_selected_cases_2025,gco2024_selected_cases_2050,gco2024_selected_growth_2025_2050,gco2024_common_year_growth_percentile,gco2024_mv_per_1000_selected_cases_2050,gco2022_common_year_screen_positive,gco2024_common_year_screen_positive,common_year_burden_version_transition
PRT,Portugal,EURO,High income,34095.0,37717.0,0.10623258542308256,9.395973154362416,1.5112548718084684,34186,35214,0.03007078921195811,8.053691275167784,1.6186743908672687,False,False,Not screen-positive in either version
PRY,Paraguay,PAHO,Upper middle income,6946.0,12991.0,0.870285056147423,61.74496644295302,0.8467400508044031,7247,15063,1.0785152476886988,73.15436241610739,0.73026621522937,False,False,Not screen-positive in either version
QAT,Qatar,EMRO,High income,669.0,1860.0,1.7802690582959642,96.64429530201343,2.150537634408602,1437,2176,0.5142658315935977,40.939597315436245,1.838235294117647,False,False,Not screen-positive in either version
REU,"France, La RÃ©union",AFRO,,1884.0,2658.0,0.410828025477707,36.241610738255034,1.8811136192626035,1878,2453,0.3061767838125666,28.187919463087248,2.038320423970648,False,False,Not screen-positive in either version
ROU,Romania,EURO,Upper middle income,54533.0,61233.0,0.12286138668329269,12.080536912751679,1.927065471232832,52970,53393,0.007985652255993958,6.0402684563758395,2.2100275316989118,False,False,Not screen-positive in either version
RUS,Russian Federation,EURO,Upper middle income,315153.0,361179.0,0.14604335037267613,14.76510067114094,1.572627422967559,311274,343349,0.10304426325359652,14.76510067114094,1.6542934448622246,False,False,Not screen-positive in either version
SAU,Saudi Arabia,EMRO,High income,11311.0,31193.0,1.7577579347537795,95.9731543624161,1.5708652582310134,9643,21340,1.2130042517888624,77.85234899328859,2.2961574507966263,False,False,Not screen-positive in either version
SGP,Singapore,WPRO,High income,13316.0,22008.0,0.6527485731450886,47.651006711409394,1.272264631043257,9695,17303,0.7847343991748323,59.06040268456376,1.618216494249552,False,False,Not screen-positive in either version
SLV,El Salvador,PAHO,Lower middle income,4629.0,7502.0,0.620652408727587,46.308724832214764,1.8661690215942415,4585,7957,0.7354416575790622,55.70469798657718,1.7594570818147544,False,False,Not screen-positive in either version
SRB,Serbia,EURO,Upper middle income,19327.0,19718.0,0.02023076525068557,5.369127516778524,1.8764580586266355,19378,18192,-0.061203426566209106,2.684563758389262,2.0338610378188213,False,False,Not screen-positive in either version
SUR,Suriname,PAHO,Upper middle income,697.0,1207.0,0.7317073170731707,53.02013422818792,1.6570008285004143,737,1574,1.135685210312076,76.51006711409396,1.2706480304955527,False,False,Not screen-positive in either version
SVK,Slovakia,EURO,High income,16274.0,21251.0,0.3058252427184466,28.187919463087248,1.1293586184179567,15614,19863,0.2721275778147816,25.503355704697988,1.2082766953632382,False,False,Not screen-positive in either version
SVN,Slovenia,EURO,High income,7373.0,8699.0,0.17984538179845383,18.79194630872483,1.0346016783538339,7244,8370,0.15543898398674766,19.463087248322147,1.075268817204301,False,False,Not screen-positive in either version
SWE,Sweden,EURO,High income,33757.0,43058.0,0.2755280386290251,25.503355704697988,1.8811835199033862,32066,39656,0.2366993076779143,24.161073825503358,2.042566068186403,False,False,Not screen-positive in either version
THA,Thailand,SEARO,Upper middle income,98247.0,132628.0,0.3499445275682718,30.201342281879196,1.1988418735108726,84459,109221,0.29318367491919156,27.516778523489933,1.4557640014282967,False,False,Not screen-positive in either version
TJK,Tajikistan,EURO,Lower middle income,2764.0,5512.0,0.9942112879884226,70.46979865771812,0.36284470246734396,3253,6733,1.0697817399323701,72.48322147651007,0.2970444081390168,False,False,Not screen-positive in either version
TKM,Turkmenistan,EURO,Upper middle income,3825.0,6512.0,0.702483660130719,51.006711409395976,1.074938574938575,4218,8123,0.9257942152678995,63.758389261744966,0.8617505847593254,False,False,Not screen-positive in either version
TTO,Trinidad and Tobago,PAHO,High income,2535.0,3751.0,0.4796844181459566,39.59731543624161,1.8661690215942415,2490,3749,0.5056224899598394,39.59731543624161,1.8671645772205923,False,False,Not screen-positive in either version
TUN,Tunisia,EMRO,Lower middle income,12130.0,20244.0,0.6689200329760924,49.664429530201346,1.5807152736613317,9078,14526,0.6001321877065433,46.97986577181208,2.2029464408646566,False,False,Not screen-positive in either version
TUR,TÃ¼rkiye,EURO,Upper middle income,128187.0,239876.0,0.8712974014525654,62.41610738255034,1.2506461671863796,122566,208183,0.6985379305843382,53.02013422818792,1.4410398543589054,False,False,Not screen-positive in either version
UKR,Ukraine,EURO,Lower middle income,75436.0,77740.0,0.03054244657723103,6.0402684563758395,0.9390275276562902,77323,83297,0.07726032357771943,12.080536912751679,0.8763821025967322,False,False,Not screen-positive in either version
URY,Uruguay,PAHO,High income,7997.0,10502.0,0.31324246592472177,28.859060402684566,2.380498952580461,7886,10335,0.31055034237889934,28.859060402684566,2.4189646831156266,False,False,Not screen-positive in either version
USA,United States of America,PAHO,High income,1055021.0,1349520.0,0.2791404152144839,26.845637583892618,2.888434406307428,1091027,1394078,0.27776672804614366,26.845637583892618,2.796113273432333,False,False,Not screen-positive in either version
UZB,Uzbekistan,EURO,Lower middle income,19273.0,33642.0,0.7455507705079645,54.36241610738255,0.5944949765174484,20057,37168,0.8531186119559256,59.73154362416108,0.5380972879896685,False,False,Not screen-positive in either version
VEN,Venezuela,PAHO,,33665.0,56023.0,0.6641318877172138,48.99328859060403,1.053138889384717,35565,55104,0.5493884436946436,43.624161073825505,1.0707026713124275,False,False,Not screen-positive in either version
VNM,Viet Nam,WPRO,Lower middle income,93822.0,147173.0,0.5686406173392168,44.29530201342282,0.4756307203087523,87073,133149,0.529165183237054,41.61073825503356,0.5257268173249517,False,False,Not screen-positive in either version
ZAF,South Africa,AFRO,Upper middle income,62741.0,116809.0,0.861765034028785,61.07382550335571,0.8732203854155074,56792,98734,0.7385195097901113,56.375838926174495,1.0330787773208823,False,False,Not screen-positive in either version
